dataset,query_id,query,top10_overlap_count,top10_overlap_ratio,new_docs_after_bge,removed_docs_after_bge
SciFact,1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,8,0.8,"['1686881', '21323758']","['1472815', '2587396']"
SciFact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,4,0.4,"['19521501', '83308790', '13048272', '23746332', '1710116', '7840442']","['94365950', '22483580', '20602517', '6472746', '7036529', '16217855']"
SciFact,1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,7,0.7,"['493346', '21250322', '4364884']","['2991954', '11674596', '1889358']"
SciFact,1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,7,0.7,"['23440856', '471735', '6669242']","['7643848', '26625002', '17208742']"
SciFact,1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,2,0.2,"['46266579', '52180874', '25589047', '5698494', '2328272', '31293581', '6334188', '4468861']","['11254040', '3825750', '13256155', '5132358', '32766786', '5691302', '11939159', '5114940']"
SciFact,1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,3,0.3,"['8963413', '25589047', '5855168', '4468861', '1900152', '3173489', '24916604']","['3825750', '11254040', '5132358', '308862', '24873253', '15648443', '23599024']"
SciFact,1280,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",6,0.6,"['4387784', '45487164', '22871664', '12821938']","['4231060', '13965483', '15593561', '17208742']"
SciFact,1281,The ureABIEFGH gene cluster is induced by nickel (II) ion.,3,0.3,"['37768883', '17231273', '2039912', '8247597', '4393153', '15593561', '22871664']","['29107180', '10086360', '30041895', '23269537', '25657127', '30208015', '11280569']"
SciFact,1282,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,5,0.5,"['37205685', '28617573', '24916604', '41354899', '5704562']","['22482820', '25895285', '5402581', '28386343', '10548391']"
SciFact,1290,There is an inverse relationship between hip fractures and statin use.,4,0.4,"['5700349', '46182525', '7454794', '3613041', '19529370', '7613033']","['2391552', '9555784', '7209559', '143796742', '40156901', '44048701']"
SciFact,1292,There is no association between HNF4A mutations and diabetes risks.,3,0.3,"['42873134', '19460822', '27428509', '13445579', '5372432', '16180601', '439670']","['198133135', '27449472', '38551172', '15663829', '3514540', '9394119', '1538080']"
SciFact,1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,6,0.6,"['2352142', '1387104', '3898784', '4890578']","['20554003', '40905302', '23983289', '8190282']"
SciFact,1303,Tirasemtiv has no effect on fast-twitch muscle.,4,0.4,"['27024392', '29657303', '34071621', '7734150', '6417632', '7595742']","['34328964', '33554389', '1507222', '5828251', '4164929', '31200375']"
SciFact,1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,4,0.4,"['991137', '10765888', '22621251', '5508750', '13636631', '20610557']","['18834078', '26105746', '39539647', '22997657', '12966719', '4380287']"
SciFact,1319,Transplanted human glial cells can differentiate within the host animal.,4,0.4,"['86129154', '3773719', '27078065', '27555165', '12827098', '36398420']","['4388470', '37699461', '12742164', '9122283', '19204979', '11172205']"
SciFact,1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,4,0.4,"['2437807', '3360421', '38919140', '29231620', '13878124', '16939583']","['16375102', '16572581', '15833835', '2853291', '36637129', '427082']"
SciFact,1332,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,5,0.5,"['44935041', '20722510', '25089501', '1855679', '2436602']","['11233339', '11328820', '4345315', '15381976', '10648422']"
SciFact,1335,UCB T cells maintain high TCR diversity after transplantation.,7,0.7,"['19770974', '24069089', '13868795']","['8305686', '2825380', '6936141']"
SciFact,1336,UCB T cells reduce TCR diversity after transplantation.,7,0.7,"['5567223', '24069089', '994800']","['2825380', '6936141', '20457190']"
SciFact,1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,6,0.6,"['3874000', '29557235', '10365787', '21948782']","['12225214', '6268106', '21562657', '6422576']"
SciFact,1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,4,0.4,"['52874170', '6296189', '40343416', '11718220', '18062308', '34268160']","['22922353', '4325398', '14128314', '24906548', '73323408', '10944947']"
SciFact,1344,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,3,0.3,"['43880096', '28249680', '29367554', '6670101', '37204802', '21521236', '21307488']","['28937856', '15975146', '25419778', '4434951', '17717391', '3684342', '8519911']"
SciFact,1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,5,0.5,"['4423401', '21498497', '4323449', '26068103', '10648422']","['11016410', '20261352', '8005007', '26133404', '29134911']"
SciFact,1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,6,0.6,"['15476777', '13619127', '14121786', '24697979']","['25816994', '21150010', '12409683', '39532074']"
SciFact,1362,Venules have a larger lumen diameter than arterioles.,4,0.4,"['6137330', '12899612', '21395936', '4890578', '9440748', '1905095']","['2665425', '19685306', '12631182', '31154082', '79447', '25175997']"
SciFact,1363,Venules have a thinner or absent smooth layer compared to arterioles.,4,0.4,"['34876410', '26612216', '25175997', '32797183', '10937190', '35271381']","['1122279', '94109411', '19140422', '6853699', '16375102', '10518721']"
SciFact,1368,Vitamin D deficiency effects the term of delivery.,6,0.6,"['2425364', '3034412', '13791044', '9555784']","['13312471', '21380348', '36960449', '3150030']"
SciFact,1370,Vitamin D deficiency is unrelated to birth weight.,6,0.6,"['44572913', '9555784', '4483571', '22023404']","['13312471', '22843838', '12074066', '21380348']"
SciFact,1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,7,0.7,"['27123743', '23557241', '13831842']","['38784540', '25641414', '5222182']"
SciFact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,6,0.6,"['17755060', '27647593', '25513319', '23895668']","['22914228', '3468459', '9483851', '28334217']"
SciFact,1385,cSMAC formation enhances weak ligand signalling.,4,0.4,"['4326318', '5094468', '4422734', '13639330', '40667066', '1044552']","['994800', '39859981', '5828251', '21754541', '4469125', '8453819']"
SciFact,1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,3,0.3,"['13172737', '21557614', '6163801', '3504761', '14874811', '4700428', '5094468']","['5172048', '5612738', '30774694', '43890638', '18810195', '13651792', '2139357']"
SciFact,1395,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,3,0.3,"['25419778', '16627684', '7506409', '2543135', '6853699', '15541119', '15879931']","['13923069', '7711685', '16630060', '1084345', '10698739', '38793927', '4387484']"
TREC-COVID,1,what is the origin of COVID-19,2,0.2,"['4dtk1kyh', 'thg4fqi2', 'x3sb1o4u', 'xuczplaf', 'sh7lrdou', 'e6h1qvdk', 'zd7smm8r', 'cniyembt']","['dv9m19yk', 'hmvo5b0q', '5d7zien3', 'fk60pph3', 'fqs40ivc', 'fybo3ltn', 'hf2m7imf', '1ij25a7u']"
TREC-COVID,2,how does the coronavirus respond to changes in the weather,3,0.3,"['26gf4q1v', '04rbtmmi', 'fj3a2y1o', 'tyhtdawb', '9se0wm4t', 'zlaqcem1', 'jc1k3fki']","['4cjlolp6', 'ma27v97d', '526elsrf', 'w5kjmw88', 'qp77vl6h', 'h5ufxzv9', 'mja93ena']"
TREC-COVID,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,2,0.2,"['hechmemo', 'kkga96h9', 'owoksyol', 'btiy6jhr', '342thf3o', '8e1fkafa', 'fi1ldwe8', '066rysjh']","['eo4ehcjv', 'x5jfr9u0', 'wfftfkam', '7dw32xby', 'z62nt4jc', '38mhmxvd', 'rq5nqm92', '1waejlwb']"
TREC-COVID,4,what causes death from Covid-19?,1,0.1,"['vhfl6l6k', 'gtp01rna', 't9qdiz7n', 'ekxz577j', 'ev9p2apu', 'ete5n5pw', 'e84qebgm', 'ne1qvf5g', '8efdzlc0']","['jsyao6qu', 'h2cm3cge', 'hf2m7imf', 'yoy3hj3j', 'u61qc8ey', '68vzzknt', 'dtlwjndn', '6hm05ctd', 'f37d68qr']"
TREC-COVID,5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,2,0.2,"['fo07nxvi', '3pxc5wot', 'hg9i6v26', 'w8ta2qgh', 'ai2zcke5', 'rvzgut4w', 'urpianz6', '7h3rrea7']","['hchioraj', 'n2tckfjq', 'puc13jf1', '1cc9ig04', 'hsc2x36j', '61nwk2sg', 'wrzh32lh', 'fhmr1og4']"
TREC-COVID,6,what types of rapid testing for Covid-19 have been developed?,3,0.3,"['isswwnzn', '5t38x587', '401tisd3', '1dr4r3n4', 'awy3aans', 'c5dm1d6t', 'b3wp314u']","['qexn0nuy', 'zyrzfm40', 'ile2md92', 'oszupduu', 'm8n2p55z', 'luifhy6g', 'hlhhvmtu']"
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,3,0.3,"['01mo6yo9', 'ofd2ipvs', 'r356sn9t', 'oihyz5v7', '50chmcow', 'rl7vrv9i', 'fn9t38as']","['82iy2prw', '84yjdlab', '9skvbk8m', 'u31i00w6', '0jl6qu0i', '0yj3xp9s', 'jg0br2ro']"
TREC-COVID,8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,1,0.1,"['uzrxtgrg', '4i0gici7', 'nm5sfg87', 'glu5xlsd', 'b2qoyake', '6f2nzvhz', 'szvb2gsf', 'i9ndb71n', 'gi3vfi68']","['upwsdgso', 'dz1lfwzp', '79gozr1p', 'll2pnl81', 'w0sb4qnl', 'srpgfh3h', 'hkg91ivj', 'hnbatlj0', 'ckecol7i']"
TREC-COVID,9,how has COVID-19 affected Canada,1,0.1,"['ux0kjt9l', 'y8ntig41', '54obt430', 'mzaxgbtc', 'n8omnki4', 'vwwt70mo', 'lz0chxab', 'p7ig5rw2', '8508n0ex']","['xm9y4ovl', 'rzwcfv3b', 'zzvmj5qy', 'wb32j7s0', 'ag6gwy74', 'qy66ih4m', '23pm2kjw', 'vn9ba1ku', 'pbemaim9']"
TREC-COVID,10,has social distancing had an impact on slowing the spread of COVID-19?,4,0.4,"['j1ma6r50', 'v941u1t1', '17wpnfao', 'ocwetgv6', '5296m6d8', 'sb45v082']","['uwix8ftr', 'p1jeiljo', '6a6njt3u', 'xbuypaf6', 'po2c65nb', 'ru0av4io']"
TREC-COVID,11,what are the guidelines for triaging patients infected with coronavirus?,2,0.2,"['eazqdlds', 'ba5x3ysq', 'h1z8rg9p', 've1vlm1c', 'notvvhe4', '5gd0q8yq', 'z219kkuq', 'nj0ue2c2']","['v8mprtro', '7jxwn2y6', 'wydt1ykq', '3fs7r79z', 'tbxjodu0', '5wwlur3m', 'zt0s6vo8', '808xle9f']"
TREC-COVID,12,what are best practices in hospitals and at home in maintaining quarantine?,4,0.4,"['ufbmmlmj', 'y3ize0c8', 'hv7z11al', '0croajal', 'kkatc8ku', 'jt7ctj2z']","['4vhlgqig', 'vqxiobha', 'l437zwvt', 'f6kaef4a', 'd0ccqrmu', 'm95t84yz']"
TREC-COVID,13,what are the transmission routes of coronavirus?,3,0.3,"['12sbikmx', 'ioo17gc3', 'ruk46455', 'd47eco1c', '0a5fccio', 'o908k448', '9of9gijc']","['2ftw85xw', '8rfm0jxh', '4nd5wzrm', 'lasv4e6a', 'wywldhr0', '2ewz8ok4', 'mfnzkvd0']"
TREC-COVID,14,what evidence is there related to COVID-19 super spreaders,1,0.1,"['o3b5zm5l', '1pnc889f', 'm8lrc4c0', 'wa0hfz34', '1n6d1gco', '828ubhzi', '5y8cc5eb', 'b1roq671', 'z3w87lsj']","['p48bw6s4', 'na3vrf5q', 's9dy7iyf', 'v0vjkwy9', 'cywjp5jh', 'j74wnaef', '37katpp3', 'q9lfnu6s', '414grqif']"
TREC-COVID,15,how long can the coronavirus live outside the body,2,0.2,"['65kw5eof', 'ti9b1etu', 'wfnlp15o', 'ain6iok3', 'ftbjsoup', 'rso45gkx', '4h8s87ee', 'je0l22l5']","['pgsdu0fu', 'x1wemzgn', '1tl71xqw', '1de98sxz', 'b6kx9nnb', 'j2l61p76', '5dzyx6pw', 'zpek8i5e']"
TREC-COVID,16,how long does coronavirus remain stable  on surfaces?,3,0.3,"['gp3ib74q', 'ywusapij', '80dfqjql', '5gayhkxx', 'h9gj814e', '90qq0xsw', 'zmaw9lbz']","['7ftq02ev', 'pdmfxssd', 'ej93duxi', '8cplu9mi', '6yu02snn', 'xbw72k4m', '8n2s0bl1']"
TREC-COVID,17,are there any clinical trials available for the coronavirus,4,0.4,"['f5tpz8ze', 'jwrheaph', 'iy0h2pyf', '6wszpqvx', 'pftu5qea', 'n4s8dzgp']","['z17knvts', 'vjg2auh7', 'jd1b7asr', '2owfywok', 'bfui91w7', '4stz2t7s']"
TREC-COVID,18,what are the best masks for preventing infection by Covid-19?,1,0.1,"['qi8x5yaq', '9uxfxry4', 'no8bgglk', '334hmwmj', 'tfrawa9z', 'sjenehbl', '7qj00qi9', '3ttcfhm3', '1q8tqeg7']","['g477u9k1', '5d7zien3', '8khrecrf', '1aqf98e0', 'j0lpy07l', 'cmqj8get', 'z70oduir', 'st7c4v9v', 'bf0p2i13']"
TREC-COVID,19,what type of hand sanitizer is needed to destroy Covid-19?,2,0.2,"['eevs62xf', 'hma2kvn2', 'yjg54yyk', 'fjiffj86', 'qud4bj12', 'xfwseuxu', 'p5hvf569', '8jn7ph8g']","['1zzyfmkb', '47ema2dq', 'd26y5291', 'i0ll585x', 'gjy7ydqu', 'u7pflnxk', '3tlpyw4s', 'xsfolppr']"
TREC-COVID,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,4,0.4,"['i7scw9mu', 'aj1yup6a', 'fskfnmig', 'oapjfamm', 'llzfc1r7', 'jyfcpsu6']","['ohj6misb', 'uu1jml2c', 'r426u5dz', 'ux844b25', 'r8fmq65g', '6cxndab8']"
TREC-COVID,21,what are the mortality rates overall and in specific populations,2,0.2,"['ao5676lc', 'f15uh4id', 'al3p52uj', 'l42w2jyk', '0ie6tkgm', 'j5p5mtiq', 'qabil0vc', 'vzmn6zep']","['36fljyl2', '2vxnmiyj', 'vpakh3jk', 'na4izro0', 'o7qfugjw', 'cysj93kv', 'gv8wlo06', 'haiuzuha']"
TREC-COVID,22,are cardiac complications likely in patients with COVID-19?,3,0.3,"['jg6v644y', 'xhum1ykr', 'rmio55bx', 'wvxybca4', '0ec1cu8q', 'dm9nefdg', 'umhj7nk7']","['1hvihwkz', 'p3fi4yej', 'v3qgqfwr', 'ozy39172', 'q5p0ie3j', 'cal5fi30', '8ysfaww2']"
TREC-COVID,23,what kinds of complications related to COVID-19 are associated with hypertension?,0,0.0,"['7xqmuoye', '69qefbbo', '873txs85', 'a91obysp', 'y4h95kb4', 'io8hm94a', 'bwkad2s0', 'a36pn7rz', '254z62e4', '7kw9lws0']","['gwefujal', 'n4dgqo73', 'qk0cyee2', 'b5efo2fm', 'ha7csiy0', '95wclabe', 'komx6t5h', '5smothfb', 'ta9g9ceh', 'o6a30irm']"
TREC-COVID,24,what kinds of complications related to COVID-19 are associated with diabetes,0,0.0,"['phf2sgw5', 'wl1uihn3', '9uymi395', 'skknfc6h', 'pruvl2l4', 'lfdeowsl', '118x15od', 'c2jm0g88', '0tsefy6p', 'dgl7qapx']","['hycd9zua', '3jolt83r', 'cctvpphp', 'tsd6sjcx', 'kzoumf3k', '0t9uspl5', '5zb96j4a', 'e5mf6qdo', '15hqzcig', 'nih2cnnz']"
TREC-COVID,25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,3,0.3,"['8ceabd6e', '7rjzontt', 'eiofivki', '22fc1qly', 'vcpo3qob', '3l2t9w9l', '1qkwsh6a']","['aph6yf7n', 'r8mn4lzv', '5uvv46mi', 'djw2zzk6', 'aoi4iqkf', '6l87fij9', 'gsc0ukst']"
TREC-COVID,26,what are the initial symptoms of Covid-19?,1,0.1,"['pbqm2xrg', '0ylislv9', 'sk5eugor', '1aqtqaod', 'dnv2xl0h', 'z5u32l0w', 'y4itlrcb', 'epk4uksu', 'zv45usvu']","['d3qgrjc4', 'aimvn68x', 'z7lz9syq', 's5oxr6es', '0fzwwluc', 'x96vp6r4', 'p8aztarb', '6jiy0b55', 'ywsm11aw']"
TREC-COVID,27,what is known about those infected with Covid-19 but are asymptomatic?,0,0.0,"['03vy3uaj', '18q23z8l', 'dcifzudk', 'tg5wbwf9', 'kkga96h9', 'ue7rd2yt', '6xy8bwfl', 'var1ftgr', 'i3i3xuc6', '998lscmk']","['nadzy6lm', '2skjqwis', 'dd836h0r', 'hvo5smwx', 't0mqh9m0', '5j6uu16i', 'be38b41o', 'rs79r7kc', 'rsz7ch2a', 'f76ypfma']"
TREC-COVID,28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,5,0.5,"['6bdzut3d', '1x9vqepb', 't1vom8f3', '0u4ar3b5', '5gvdddeh']","['9eo0leey', 'rd766a4w', 'b6aeu1ph', '86h5ptxm', 'e1otbzt3']"
TREC-COVID,29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,4,0.4,"['uuy94dwa', '2cvvkrx9', 'rvzgut4w', 'hg9i6v26', '4tis2he4', 'zg2u7fwx']","['kc2r034w', 'djhnd8kq', 'i1lyno9g', 'k4dphhfh', '4yuw7jo3', 'rz205rqd']"
TREC-COVID,30,is remdesivir an effective treatment for COVID-19,4,0.4,"['7xc47la7', 'gqqdx2r5', 'qxsr3uii', '1eiw7bxh', 'dieaqxmi', '6tcwu832']","['2lwzhqer', '8n6eybze', 'aivub6mi', 'kq77whdx', 'lbnfqv77', '1cph1uij']"
TREC-COVID,31,How does the coronavirus differ from seasonal flu?,1,0.1,"['luloic87', 'l11puhp4', '43s8mv35', 'c9c36az9', '2wxd9sv6', '5gj4lhdj', 'q8pagn56', '1whqwaan', 'jitmsez2']","['b3hbk43r', 'aksjrr8g', 'tnrfquse', '0ybn2igj', 'uczrmgq3', 'hmvo5b0q', 'wtqwghon', '0oqcx0az', 's3s7b3j2']"
TREC-COVID,32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",1,0.1,"['h0q93in1', '9siu7wgs', '8s8gezpz', 'ilzycekr', 'di8lljoi', 'tp5q8bbp', 'ldklj4oz', 'mcf0zvaf', 'mtq6yh25']","['d3yt1xa8', 'm5brxspf', 'if4w9vg4', 'ol0bj3hs', '723idr66', 'sphwclzs', 'hajrnur1', 'htbgb8r3', 'ugkxxaeb']"
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,2,0.2,"['wxagjqbt', 'ino9srb6', 'asapvflf', 'o8bkorjn', 'ievuxa6k', '2vevp0fg', 'rirzes0m', 'natp8lbj']","['khfiy0m2', 'y883anmp', '050fdtm8', 'u3xxshqw', 'z17knvts', 'eeh2a0t8', 'g4ak4t31', 'yi25yh8f']"
TREC-COVID,34,What are the longer-term complications of those who recover from COVID-19?,3,0.3,"['rhoo2k3r', 'q79r4dbl', 'lo58re8s', 'yudrouue', '7s04ygm2', 'gd5btv69', '1242ggxm']","['hu9oxea1', 'dvg0isgt', '8kp07f7i', '06uy54qy', '5iofpvx2', 'gfzobzrg', '7l17lern']"
TREC-COVID,35,What new public datasets are available related to COVID-19?,2,0.2,"['ns628u21', 'o8b1rtux', '9xgrthg7', '724br56j', 'drgay9n0', 'e941jx5c', 'tvmytgda', 'xh1s6x4n']","['h8k1jur8', 'tprgbl51', 'k31dagdy', 'czvyk0rk', 'onipxf2z', '95o2v09d', 'xsmn1osi', 'r8r86tqd']"
TREC-COVID,36,What is the protein structure of the SARS-CoV-2 spike?,3,0.3,"['ust578fc', '7axo7k51', 'm3j0kv0t', 'yl6seuht', '273ppceg', 't0cw7l2a', '296ilxyg']","['g81ylcxq', 'm0w0fl2u', '4nfxdppt', 'co27h1kj', 'jfq7820g', '5esegdp8', 'nsp53lv6']"
TREC-COVID,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,2,0.2,"['shn7vx3d', '8klkojpo', 'm3505b5w', 'zaxjj9q7', 'gygi11gk', '7u97in7o', 'bcx51aci', 'pov7oi1l']","['agox0lbq', 'oi2cm546', '7fvuyim8', 'yb6if23t', 'f4xpvnot', 'w9ld7jpx', 'mzsrg0sn', '8ozjpov2']"
TREC-COVID,38,What is the mechanism of inflammatory response and pathogenesis of COVID-19 cases?,1,0.1,"['6hzlbpxg', 'ot5v8n0c', '9l5ajo4q', 'oj0zthe9', 'cn3bpmwj', '3fp46sov', 'gkjb1y83', 'x1g9u1j2', 'x774jfpz']","['iaatjew2', 'fqlv35vo', 'xhr9i6gw', 'jcezc9ue', 'uxehz43v', 'd35uzf45', 'xm0n9iu4', '7i6wnto5', 'ehcqey3f']"
TREC-COVID,39,What is the mechanism of cytokine storm syndrome on the COVID-19?,2,0.2,"['s82qv18v', 'fozglfc8', 'ynrvowoc', '6f2xb5m7', '7ak53hto', '3fp46sov', 'e58nciq3', 'a8jt6rth']","['3d04p4xp', '5c9f4m2f', 'zukc3lvq', 'nqprluto', 'yaov2osz', 'iaatjew2', 'fqlv35vo', 'ete5n5pw']"
TREC-COVID,40,What are the observed mutations in the SARS-CoV-2 genome and how often do the mutations occur?,3,0.3,"['16lkzgtq', 'ow2aijmj', '4e3cn50u', 'lzrxdi6a', 'shn7vx3d', 'eri92ki6', '13tc3loo']","['j8sg5n5g', '02cfyuf4', 'msggi1p2', 'bsypo08l', 'fglghjy6', '3pribklz', '6dsx7pey']"
TREC-COVID,41,What are the impacts of COVID-19 among African-Americans that differ from the rest of the U.S. population?,4,0.4,"['8hmt0z17', '8yvu9xhw', 'yq7enzvm', '6wqxcshu', 'n3wbuxnv', '0ctlde8w']","['fsid4a39', '753klfdp', '3rhm9lb9', 'gxjsv896', 'jx8eb28j', 'm00xtpmx']"
TREC-COVID,42,Does Vitamin D impact COVID-19 prevention and treatment?,1,0.1,"['46aln4tk', 'rvwxysvc', 'uz34fjyp', 'lj4mq31p', '8ceblnkz', 'fe7e60dl', 'rpmmadqc', 'vu7lwypg', 'yjx6ejrh']","['m22h669g', '4v71xohx', 'waujy98e', '67gsn4sy', 'x4ietehr', 'bpfwcssk', '478wbtfb', 'jk0ysuy4', 'fm5h7vg0']"
TREC-COVID,43,"How has the COVID-19 pandemic impacted violence in society, including violent crimes?",3,0.3,"['ekajojon', '77dtxxd4', 'onxosato', 'gjdza9bh', 'miem1poh', 'yvnjspsc', 'lc4q55ei']","['gd0v5vfg', 'nidfrd6o', 'tydil7d7', '4jjuwc9r', 'uiezqa4p', '1h5a4bit', 'clt4l6wz']"
TREC-COVID,44,How much impact do masks have on preventing the spread of the COVID-19?,4,0.4,"['yx9oa2ra', 'dxiyqf9d', 'x9sfgtim', 'b4znk2wr', 'ropgq7tr', 've34oyz0']","['f9syysdw', '2r0a357c', 'ugkxxaeb', '14x4uqq7', 'mfb2or98', 'st7c4v9v']"
TREC-COVID,45,How has the COVID-19 pandemic impacted mental health?,0,0.0,"['j7novgyb', 'y9vx7coj', 'qauaqwhl', 'rvrgdqsn', 'ex5unvr8', 'u46upe5l', 'td9syerz', 'pf1f9fhc', 'd7vo3l8e', '6yek4hg4']","['f6c7e0e4', 'tj3lmjx3', 'jcueu1xh', 'rhcvsqtk', 'hze88sr4', 'wbwd7m5w', '4laqdzui', 'mrhd4iph', 'svlllte0', 'ahdwjyz8']"
TREC-COVID,46,what evidence is there for dexamethasone as a treatment for COVID-19?,0,0.0,"['oqgw6ao6', 'ztd7awzv', 'qvsoinfy', 'fqh77aaa', '98zpr960', 'opbozg55', '1n6d1gco', 'ajla989m', 'xui8cfzv', '6q0y3ewu']","['0eyi1gql', 'omen8vvq', '34f1ie66', 'gfyx3nz2', 'za3qypgg', 'ver7x3lx', '2697ts31', 'dgy7qbl5', 'b8p4l0yp', 'eq8yjxy3']"
TREC-COVID,47,what are the health outcomes for children who contract COVID-19?,1,0.1,"['l5n0r5g9', 'sbfk60wy', 't9f080f5', 't67l14e6', '998lscmk', '6oaks0kl', 'ts2ryyzj', 'bdvnwrd4', 'yyux8k36']","['29aqx87q', '2qnto8gw', 'qmp2h3h2', 'jkmihpt5', 'uiy18hx9', '03vy3uaj', 't38qv5py', 'lbsacgr7', 'nun9nh9k']"
TREC-COVID,48,what are the benefits and risks of re-opening schools in the midst of the COVID-19 pandemic?,2,0.2,"['x6x6a35w', 'xhyqg5u2', 'hn1z0817', 'v31uzr68', '713l5543', '2dot41tn', 'uzdbibf5', 'e74n0xi5']","['q5efqr7r', 'rn3aw7wi', 'ta9g9ceh', 'n1jmqx6m', 'njxqf8bn', 'rd8dqeot', 'ghrgj3e5', 'kdsbw4ji']"
TREC-COVID,49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",3,0.3,"['hczmytse', '70s35cip', 'nhkd88yv', '4gfvbaj1', 'tqziaq1m', 'l9mbrdej', '1w7g6dkq']","['v3q9tvyv', 'b8d6r7tm', '4hgx91xi', '85yd3h2b', 'nkr14gw6', 'tkqxb1ql', 'yzffm05r']"
TREC-COVID,50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,3,0.3,"['1v0f2dtx', 'ksva9eah', 'ipw96f03', 'fzdmcahf', 'l2wzr3w1', '41378qru', 'ywia2ok7']","['inxp2qb4', '050fdtm8', 'u3xxshqw', 'cyopezdr', '5gio6ruj', 'ptvsie6m', 'tdvb0fhv']"
NF-Corpus,PLAIN-2,Do Cholesterol Statin Drugs Cause Breast Cancer?,6,0.6,"['MED-1258', 'MED-2525', 'MED-4151', 'MED-2440']","['MED-2428', 'MED-4830', 'MED-2427', 'MED-4829']"
NF-Corpus,PLAIN-12,Exploiting Autophagy to Live Longer,4,0.4,"['MED-1554', 'MED-3893', 'MED-752', 'MED-1167', 'MED-3155', 'MED-1729']","['MED-2501', 'MED-2333', 'MED-4884', 'MED-5042', 'MED-2136', 'MED-1376']"
NF-Corpus,PLAIN-23,How to Reduce Exposure to Alkylphenols Through Your Diet,4,0.4,"['MED-1961', 'MED-4168', 'MED-1831', 'MED-1169', 'MED-3498', 'MED-4972']","['MED-1221', 'MED-2650', 'MED-2718', 'MED-4429', 'MED-2493', 'MED-2661']"
NF-Corpus,PLAIN-33,What’s Driving America’s Obesity Problem?,0,0.0,"['MED-1718', 'MED-4699', 'MED-5299', 'MED-2717', 'MED-1468', 'MED-2162', 'MED-2718', 'MED-1994', 'MED-1056', 'MED-3052']","['MED-2221', 'MED-1344', 'MED-4876', 'MED-2715', 'MED-3635', 'MED-4366', 'MED-1878', 'MED-3748', 'MED-5093', 'MED-944']"
NF-Corpus,PLAIN-44,Who Should be Careful About Curcumin?,0,0.0,"['MED-2811', 'MED-2809', 'MED-2818', 'MED-2815', 'MED-2814', 'MED-2801', 'MED-2831', 'MED-2800', 'MED-2812', 'MED-2813']","['MED-2786', 'MED-2782', 'MED-1942', 'MED-2783', 'MED-2819', 'MED-1811', 'MED-2821', 'MED-1032', 'MED-2313', 'MED-2602']"
NF-Corpus,PLAIN-56,Foods for Glaucoma,3,0.3,"['MED-2150', 'MED-4030', 'MED-4024', 'MED-3929', 'MED-5131', 'MED-2693', 'MED-4028']","['MED-2901', 'MED-5247', 'MED-5246', 'MED-2894', 'MED-3356', 'MED-3770', 'MED-1178']"
