dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
SciFact,808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Most termination events in Okazaki fragments are sequence specific.,sem mudança em nDCG@10
SciFact,811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,sem mudança em nDCG@10
SciFact,814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",sem mudança em nDCG@10
SciFact,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,N-terminal cleavage increases success identifying transcription start sites.,sem mudança em nDCG@10
SciFact,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,N-terminal cleavage reduces success identifying transcription start sites.,sem mudança em nDCG@10
SciFact,130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Articles published in open access format are more likely to be cited than traditional journals.,sem mudança em nDCG@10
SciFact,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,sem mudança em nDCG@10
SciFact,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",sem mudança em nDCG@10
SciFact,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Albendazole is used to treat lymphatic filariasis.,sem mudança em nDCG@10
SciFact,99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,sem mudança em nDCG@10
SciFact,148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Autophagy declines in aged organisms.,sem mudança em nDCG@10
SciFact,113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,sem mudança em nDCG@10
SciFact,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Anthrax spores can be disposed of easily after they are dispersed.,sem mudança em nDCG@10
SciFact,118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,sem mudança em nDCG@10
SciFact,124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,sem mudança em nDCG@10
SciFact,129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Articles published in open access format are less likely to be cited than traditional journals.,sem mudança em nDCG@10
SciFact,208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,CHEK2 is not associated with breast cancer.,sem mudança em nDCG@10
SciFact,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Aspirin inhibits the production of PGE2.,sem mudança em nDCG@10
SciFact,1185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,sem mudança em nDCG@10
SciFact,1187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,sem mudança em nDCG@10
SciFact,1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,The amount of publicly available DNA data doubles every 10 years.,sem mudança em nDCG@10
SciFact,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,0-dimensional biomaterials show inductive properties.,sem mudança em nDCG@10
SciFact,1259,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,sem mudança em nDCG@10
SciFact,1262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,sem mudança em nDCG@10
SciFact,1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,sem mudança em nDCG@10
SciFact,1270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The risk of male prisoners harming themselves is ten times that of female prisoners.,sem mudança em nDCG@10
SciFact,1271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,sem mudança em nDCG@10
SciFact,1202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,sem mudança em nDCG@10
SciFact,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,All hematopoietic stem cells segregate their chromosomes randomly.,sem mudança em nDCG@10
SciFact,1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,sem mudança em nDCG@10
SciFact,554,0.3333333333333333,0.14285714285714285,1.0,0.14285714285714285,0.31546487678572877,0.125,1.0,0.125,-0.01786845654760455,-0.01785714285714285,0.0,-0.01785714285714285,scifact,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,reranker piorou o ranking da query no topo
SciFact,1041,0.44130740935663865,0.25,1.0,0.225,0.4227898344066503,0.16666666666666666,1.0,0.22619047619047616,-0.018517574949988347,-0.08333333333333334,0.0,0.0011904761904761585,scifact,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,reranker piorou o ranking da query no topo
SciFact,540,0.23719771276929622,0.2,0.5,0.1,0.20438239758848611,0.14285714285714285,0.5,0.07142857142857142,-0.0328153151808101,-0.05714285714285716,0.0,-0.02857142857142858,scifact,Hypothalamic glutamate neurotransmission is crucial to energy balance.,reranker piorou o ranking da query no topo
SciFact,598,0.3562071871080222,0.16666666666666666,1.0,0.16666666666666666,0.31546487678572877,0.125,1.0,0.125,-0.04074231032229342,-0.04166666666666666,0.0,-0.04166666666666666,scifact,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,reranker piorou o ranking da query no topo
SciFact,261,0.2640681225725909,0.25,0.5,0.125,0.19342640361727081,0.125,0.5,0.0625,-0.07064171895532007,-0.125,0.0,-0.0625,scifact,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",reranker piorou o ranking da query no topo
SciFact,198,0.5,0.3333333333333333,1.0,0.3333333333333333,0.38685280723454163,0.2,1.0,0.2,-0.11314719276545837,-0.1333333333333333,0.0,-0.1333333333333333,scifact,CCL19 is absent within dLNs.,reranker piorou o ranking da query no topo
SciFact,1272,0.5,0.3333333333333333,1.0,0.3333333333333333,0.38685280723454163,0.2,1.0,0.2,-0.11314719276545837,-0.1333333333333333,0.0,-0.1333333333333333,scifact,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,reranker piorou o ranking da query no topo
SciFact,141,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,1.0,0.75,-0.1227846846619507,0.0,0.0,-0.25,scifact,Auditory entrainment is strengthened when people see congruent visual and auditory information.,reranker piorou o ranking da query no topo
SciFact,343,0.6509209298071326,0.5,1.0,0.5,0.5249810332008933,0.3333333333333333,1.0,0.3333333333333333,-0.12593989660623928,-0.16666666666666669,0.0,-0.16666666666666669,scifact,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,reranker piorou o ranking da query no topo
SciFact,185,0.6309297535714575,0.5,1.0,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,-0.13092975357145753,-0.16666666666666669,0.0,-0.16666666666666669,scifact,Breast cancer development is determined exclusively by genetic factors.,reranker piorou o ranking da query no topo
SciFact,324,0.43067655807339306,0.25,1.0,0.25,0.2890648263178879,0.1,1.0,0.1,-0.14161173175550518,-0.15,0.0,-0.15,scifact,Deleting Raptor reduces G-CSF levels.,reranker piorou o ranking da query no topo
SciFact,619,0.23719771276929622,0.2,0.5,0.1,0.0,0.0,0.0,0.0,-0.23719771276929622,-0.2,-0.5,-0.1,scifact,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,reranker piorou o ranking da query no topo
SciFact,727,0.6309297535714575,0.5,1.0,0.5,0.38685280723454163,0.2,1.0,0.2,-0.2440769463369159,-0.3,0.0,-0.3,scifact,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,reranker piorou o ranking da query no topo
SciFact,303,0.6309297535714575,0.5,1.0,0.5,0.3333333333333333,0.14285714285714285,1.0,0.14285714285714285,-0.2975964202381242,-0.35714285714285715,0.0,-0.35714285714285715,scifact,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,reranker piorou o ranking da query no topo
SciFact,859,0.6309297535714575,0.5,1.0,0.5,0.3333333333333333,0.14285714285714285,1.0,0.14285714285714285,-0.2975964202381242,-0.35714285714285715,0.0,-0.35714285714285715,scifact,Normal expression of RUNX1 has tumor-promoting effects.,reranker piorou o ranking da query no topo
SciFact,213,0.3562071871080222,0.16666666666666666,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.3562071871080222,-0.16666666666666666,-1.0,-0.16666666666666666,scifact,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,reranker piorou o ranking da query no topo
SciFact,212,1.0,1.0,1.0,1.0,0.6309297535714575,0.5,1.0,0.5,-0.36907024642854247,-0.5,0.0,-0.5,scifact,CR is associated with higher methylation age.,reranker piorou o ranking da query no topo
SciFact,163,1.0,1.0,1.0,1.0,0.6309297535714575,0.5,1.0,0.5,-0.36907024642854247,-0.5,0.0,-0.5,scifact,Bariatric surgery has a positive impact on mental health.,reranker piorou o ranking da query no topo
SciFact,649,1.0,1.0,1.0,1.0,0.6309297535714575,0.5,1.0,0.5,-0.36907024642854247,-0.5,0.0,-0.5,scifact,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,reranker piorou o ranking da query no topo
SciFact,1320,1.0,1.0,1.0,1.0,0.6309297535714575,0.5,1.0,0.5,-0.36907024642854247,-0.5,0.0,-0.5,scifact,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,reranker piorou o ranking da query no topo
SciFact,551,0.43067655807339306,0.25,1.0,0.25,0.0,0.0,0.0,0.0,-0.43067655807339306,-0.25,-1.0,-0.25,scifact,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,reranker piorou o ranking da query no topo
SciFact,1204,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,-0.5,-0.6666666666666667,0.0,-0.6666666666666667,scifact,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,reranker piorou o ranking da query no topo
SciFact,388,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.5,-0.3333333333333333,-1.0,-0.3333333333333333,scifact,Ethanol stress decreases the expression of IBP in bacteria.,reranker piorou o ranking da query no topo
SciFact,507,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,-0.5,-0.6666666666666667,0.0,-0.6666666666666667,scifact,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,reranker piorou o ranking da query no topo
SciFact,70,1.0,1.0,1.0,1.0,0.46845052016107697,0.25,1.0,0.26785714285714285,-0.5315494798389231,-0.75,0.0,-0.7321428571428572,scifact,Activation of PPM1D suppresses p53 function.,reranker piorou o ranking da query no topo
SciFact,521,1.0,1.0,1.0,1.0,0.38685280723454163,0.2,1.0,0.2,-0.6131471927654584,-0.8,0.0,-0.8,scifact,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,reranker piorou o ranking da query no topo
SciFact,1303,1.0,1.0,1.0,1.0,0.3333333333333333,0.14285714285714285,1.0,0.14285714285714285,-0.6666666666666667,-0.8571428571428572,0.0,-0.8571428571428572,scifact,Tirasemtiv has no effect on fast-twitch muscle.,reranker piorou o ranking da query no topo
SciFact,513,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,scifact,High cardiopulmonary fitness causes increased mortality rate.,reranker piorou o ranking da query no topo
SciFact,294,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,scifact,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,reranker piorou o ranking da query no topo
