dataset,query_id,query_text,doc_id,relevance,bm25_rank,reranker_rank,rank_delta,movement,bm25_score,reranker_score,appeared_only_after_reranker,dropped_after_reranker,doc_preview,doc_text
TREC-COVID,32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",d3yt1xa8,0,1.0,,-20.0,piorou,29.478780903423853,,False,True,"Coronavirus in pregnancy. What we know so far?. Coronaviruses are a group of viruses which, even if they are affecting mainly mammals and birds, could be transmitted to humans, generating common cold The new virus strain is named SARS-CoV-2 and has 85% sequence similarity to SARS-CoV Until now, it has caused more than 100 000 confirmed cases of infection and almost 5000 deaths, having a mortality rate of 4% All information (symptoms, signs, management, complications) are taken from the other pan...","Coronavirus in pregnancy. What we know so far?. Coronaviruses are a group of viruses which, even if they are affecting mainly mammals and birds, could be transmitted to humans, generating common cold The new virus strain is named SARS-CoV-2 and has 85% sequence similarity to SARS-CoV Until now, it has caused more than 100 000 confirmed cases of infection and almost 5000 deaths, having a mortality rate of 4% All information (symptoms, signs, management, complications) are taken from the other pandemic infections (SARS, MERS) Information about viral infection concerning pregnant women are limited and are common to other SARS infections There are very few cases of pregnant patients infected with SARS-CoV-2 and studies are ongoing"
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,wxagjqbt,2,,1.0,20.0,melhorou,,7.128764629364014,True,False,COVID-19 Vaccine Candidates: Prediction and Validation of 174 SARS-CoV-2 Epitopes. The recent outbreak of SARS-CoV-2 (2019-nCoV) virus has highlighted the need for fast and efficacious vaccine development. Stimulation of a proper immune response that leads to protection is highly dependent on presentation of epitopes to circulating T-cells via the HLA complex. SARS-CoV-2 is a large RNA virus and testing of all overlapping peptides in vitro to deconvolute an immune response is not feasible. There...,"COVID-19 Vaccine Candidates: Prediction and Validation of 174 SARS-CoV-2 Epitopes. The recent outbreak of SARS-CoV-2 (2019-nCoV) virus has highlighted the need for fast and efficacious vaccine development. Stimulation of a proper immune response that leads to protection is highly dependent on presentation of epitopes to circulating T-cells via the HLA complex. SARS-CoV-2 is a large RNA virus and testing of all overlapping peptides in vitro to deconvolute an immune response is not feasible. Therefore HLA-binding prediction tools are often used to narrow down the number of peptides to test. We tested 19 epitope-HLA-binding prediction tools, and using an in vitro peptide MHC stability assay, we assessed 777 peptides that were predicted to be good binders across 11 MHC allotypes. In this investigation of potential SARS-CoV-2 epitopes we found that current prediction tools vary in performance when assessing binding stability, and they are highly dependent on the MHC allotype in question. Designing a COVID-19 vaccine where only a few epitope targets are included is therefore a very challenging task. Here, we present 174 SARS-CoV-2 epitopes with high prediction binding scores, validated to bind stably to 11 HLA allotypes. Our findings may contribute to the design of an efficacious vaccine against COVID-19."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,ino9srb6,0,,4.0,17.0,melhorou,,6.354831218719482,True,False,"An overview on COVID-19: reality and expectation. Recently, severe acute respiratory syndrome coronavirus 2 (SARS-COV-2), commonly known as coronavirus disease-2019 (COVID-19) has rapidly spread across China and around the world. By the declaration of WHO, COVID-19 outbreak considered as a public health problem of international concern. The aim of this study is to provide a comprehensive view on COVID-19 and the future expectations to control virus progression. Patients with liver disease, diabe...","An overview on COVID-19: reality and expectation. Recently, severe acute respiratory syndrome coronavirus 2 (SARS-COV-2), commonly known as coronavirus disease-2019 (COVID-19) has rapidly spread across China and around the world. By the declaration of WHO, COVID-19 outbreak considered as a public health problem of international concern. The aim of this study is to provide a comprehensive view on COVID-19 and the future expectations to control virus progression. Patients with liver disease, diabetes, high blood pressure, and obesity are more susceptible to the incidence of COVID-19 infection. So, there is a rapid need for disease diagnosis, vaccine development, and drug discovery to detect, prevent, and treat this sudden and lethal virus. Real-time polymerase chain reaction (RT-PCR) is considered as a rapid, accurate, and specific tool for disease diagnosis. Under this emergency situation that the world facing against COVID-19, there are about 15 potential vaccine candidates tested globally based on messenger RNA, DNA-based, nanoparticle, synthetic, and modified virus-like particle. Certain drugs that are clinically approved for other diseases were tested against COVID-19 as chloroquine, hydroxychloroquine, ivermectin, favipiravir, ribavirin, and remdesivir. Convalescent plasma transfusion and traditional herbal medicine were also taken into consideration. Due to the absence of effective treatment or vaccines against COVID-19 so far, the precautionary measures according to WHO’s strategic objectives are the only way to confront this crisis. Governments should adopt national medical care programs to reduce the risk of exposure to any future viral outbreaks especially to patients with pre-existing medical conditions."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,asapvflf,0,,5.0,16.0,melhorou,,5.814250946044922,True,False,"COVID-19 Comes 40 Years After AIDS - Any Lesson?. The pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has hit health-care systems and societies in an unprecedented manner. In 1981, the first cases of AIDS were reported and wide diagnostic testing helped to characterize high-risk groups and the global burden of the epidemic. With Coronavirus Disease (COVID)-19, everything has happened too fast and both cases and fatalities are huge but still uncertain in most place...","COVID-19 Comes 40 Years After AIDS - Any Lesson?. The pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has hit health-care systems and societies in an unprecedented manner. In 1981, the first cases of AIDS were reported and wide diagnostic testing helped to characterize high-risk groups and the global burden of the epidemic. With Coronavirus Disease (COVID)-19, everything has happened too fast and both cases and fatalities are huge but still uncertain in most places. Diagnostic testing of active and past SARS-CoV-2 infections needs to expand rapidly, ideally using rapid tests. COVID-19 deaths are highly concentrated in the elderly population, with a large proportion of fatalities being ""with"" rather than ""by"" SARS-CoV-2 infection. They are often the result of inadequate health care due to overwhelming demands. To date, there is no specific therapy for SARS-CoV-2 infection. Several antivirals are being tested clinically, including remdesivir, at this time the most promising. For others such as lopinavir/ritonavir, neither significant virological nor clinical benefit has been shown. Given the characteristic pulmonary cytokine storm underlying the pathogenic mechanism of severe COVID-19 pneumonia and acute respiratory distress, antiinflammatory agents are being investigated. The benefit of orticosteroids, hydroxychloroquine, etc., is limited. Monoclonal antibodies targeting different pro-inflammatory cytokines, such as tocilizumab, an anti-interleukin 6 agent, are being tried with encouraging results. Ultimately a protective vaccine will be the best response for controlling the COVID-19 pandemic."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,o8bkorjn,2,,6.0,15.0,melhorou,,5.4565749168396,True,False,"Vaccines for COVID-19: The current state of play. There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 - the virus that causes COVID-19 - currently undergoing early phase hu...","Vaccines for COVID-19: The current state of play. There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 - the virus that causes COVID-19 - currently undergoing early phase human trials. We also consider the many challenges of developing and deploying a new vaccine on a global scale, and recommend caution with respect to our expectations of the timeline that may be ahead."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,ievuxa6k,2,,7.0,14.0,melhorou,,5.224704265594482,True,False,"Vaccines for COVID-19: the current state of play. There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 – the virus that causes COVID-19 - currently undergoing early phase hu...","Vaccines for COVID-19: the current state of play. There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 – the virus that causes COVID-19 - currently undergoing early phase human trials. We also consider the many challenges of developing and deploying a new vaccine on a global scale, and recommend caution with respect to our expectations of the timeline that may be ahead."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,2vevp0fg,2,,8.0,13.0,melhorou,,4.983116149902344,True,False,"Fighting COVID-19: A quick review of diagnoses, therapies, and vaccines. The coronavirus disease 2019 (COVID-19) pandemic caused by a novel coronavirus, SARS-CoV-2, has infected more than 4.9 million individuals and resulted in over 300,000 deaths globally. The rapid spread of the virus and the precipitously increasing numbers of cases necessitate the urgent development of accurate diagnostic methods, effective treatments, and vaccines. Here, we review the progress of developing diagnostic metho...","Fighting COVID-19: A quick review of diagnoses, therapies, and vaccines. The coronavirus disease 2019 (COVID-19) pandemic caused by a novel coronavirus, SARS-CoV-2, has infected more than 4.9 million individuals and resulted in over 300,000 deaths globally. The rapid spread of the virus and the precipitously increasing numbers of cases necessitate the urgent development of accurate diagnostic methods, effective treatments, and vaccines. Here, we review the progress of developing diagnostic methods, therapies, and vaccines for SARS-CoV-2 with a focus on current clinical trials and their challenges. For diagnosis, nucleic acid amplification tests remain the mainstay diagnostics for laboratory confirmation of SARS-CoV-2 infection, while serological antibody tests are used to aid contact tracing, epidemiological, and vaccine evaluation studies. Viral isolation is not recommended for routine diagnostic procedures due to safety concerns. Currently, no single effective drug or specific vaccine is available against SARS-CoV-2. Some candidate drugs targeting different levels and stages of human responses against COVID-19 such as cell membrane fusion, RNA-dependent RNA polymerase, viral protease inhibitor, interleukin 6 blocker, and convalescent plasma may improve the clinical outcomes of critical COVID-19 patients. Other supportive care measures for critical patients are still necessary. Advances in genetic sequencing and other technological developments have sped up the establishment of a variety of vaccine platforms. Accordingly, numerous vaccines are under development. Vaccine candidates against SARS-CoV-2 are mainly based upon the viral spike protein due to its vital role in viral infectivity, and most of these candidates have recently moved into clinical trials. Before the efficacy of such vaccines in humans is demonstrated, strong international coordination and collaboration among studies, pharmaceutical companies, regulators, and governments are needed to limit further damage due the emerging SARS-CoV-2 virus."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,rirzes0m,0,,9.0,12.0,melhorou,,4.907229423522949,True,False,Natural History of COVID-19 and Current Knowledge on Treatment Therapeutic Options. Despite intense research there is currently no effective vaccine available against the new severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) emerged in the later 2019 and responsible for the COVID-19 pandemic. This infectious and communicable disease has become one of the major public health challenges in the world. The clinical management of COVID-19 has been limited to infection prevention and contro...,"Natural History of COVID-19 and Current Knowledge on Treatment Therapeutic Options. Despite intense research there is currently no effective vaccine available against the new severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) emerged in the later 2019 and responsible for the COVID-19 pandemic. This infectious and communicable disease has become one of the major public health challenges in the world. The clinical management of COVID-19 has been limited to infection prevention and control measures associated with supportive care such as supplemental oxygen and mechanical ventilation. Meanwhile efforts to find an effective treatment to inhibit virus replication, mitigate the symptoms, increase survival and decrease mortality rate are ongoing. Several classes of drugs, many of them already in use for other diseases, are being evaluated based on the body of clinical knowledge obtained from infected patients regarding to the natural history and evolution of the infection. Herein we will provide an updated overview of the natural history and current knowledge on drugs and therapeutic agents being tested for the prevention and treatment of COVID-19. These include different classes of drugs such as antiviral agents (chloroquine, ivermectin, nitazoxanide, hydroxychloroquine, lopinavir, remdesivir, tocilizumab), supporting agents (Vitamin C, Vitamin D, azithromycin, corticosteroids) and promising investigational vaccines. Considering the controversies and excessive number of compounds being tested and reported in the literature we hope that this review can provide useful and updated consolidated information on potential drugs used to prevent, control and treat COVID-19 patients worldwide."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,ld0vo1rl,2,,11.0,10.0,melhorou,,4.6774001121521,True,False,"COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning. To ultimately combat the emerging COVID-19 pandemic, it is desired to develop an effective and safe vaccine against this highly contagious disease caused by the SARS-CoV-2 coronavirus. Our literature and clinical trial survey showed that the whole virus, as well as the spike (S) protein, nucleocapsid (N) protein, and membrane protein, have been tested for vaccine development against SARS and MERS. We further used...","COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning. To ultimately combat the emerging COVID-19 pandemic, it is desired to develop an effective and safe vaccine against this highly contagious disease caused by the SARS-CoV-2 coronavirus. Our literature and clinical trial survey showed that the whole virus, as well as the spike (S) protein, nucleocapsid (N) protein, and membrane protein, have been tested for vaccine development against SARS and MERS. We further used the Vaxign reverse vaccinology tool and the newly developed Vaxign-ML machine learning tool to predict COVID-19 vaccine candidates. The N protein was found to be conserved in the more pathogenic strains (SARS/MERS/COVID-19), but not in the other human coronaviruses that mostly cause mild symptoms. By investigating the entire proteome of SARS-CoV-2, six proteins, including the S protein and five non-structural proteins (nsp3, 3CL-pro, and nsp8–10) were predicted to be adhesins, which are crucial to the viral adhering and host invasion. The S, nsp3, and nsp8 proteins were also predicted by Vaxign-ML to induce high protective antigenicity. Besides the commonly used S protein, the nsp3 protein has not been tested in any coronavirus vaccine studies and was selected for further investigation. The nsp3 was found to be more conserved among SARS-CoV-2, SARS-CoV, and MERS-CoV than among 15 coronaviruses infecting human and other animals. The protein was also predicted to contain promiscuous MHC-I and MHC-II T-cell epitopes, and linear B-cell epitopes localized in specific locations and functional domains of the protein. Our predicted vaccine targets provide new strategies for effective and safe COVID-19 vaccine development."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,0g7a9s5z,1,,13.0,8.0,melhorou,,4.564743995666504,True,False,"Fighting COVID-19: a quick review of diagnoses, therapies, and vaccines. The COVID-19 pandemic caused by a novel coronavirus, SARS-CoV-2, has infected more than 4.9 million individuals and resulted in over 300,000 deaths globally. The rapid spread of the virus and the precipitously increasing numbers of cases necessitate the urgent development of accurate diagnostic methods, effective treatments, and vaccines. Here, we review the progress of developing diagnostic methods, therapies, and vaccines...","Fighting COVID-19: a quick review of diagnoses, therapies, and vaccines. The COVID-19 pandemic caused by a novel coronavirus, SARS-CoV-2, has infected more than 4.9 million individuals and resulted in over 300,000 deaths globally. The rapid spread of the virus and the precipitously increasing numbers of cases necessitate the urgent development of accurate diagnostic methods, effective treatments, and vaccines. Here, we review the progress of developing diagnostic methods, therapies, and vaccines for SARS-CoV-2 with a focus on current clinical trials and their challenges. For diagnosis, nucleic acid amplification tests remain the mainstay diagnostics for laboratory confirmation of SARS-CoV-2 infection, while serological antibody tests are used to aid contact tracing, epidemiological, and vaccine evaluation studies. Viral isolation is not recommended for routine diagnostic procedures due to safety concerns. Currently, no single effective drug or specific vaccine is available against SARS-CoV-2. Some candidate drugs targeting different levels and stages of human responses against COVID-19 such as cell membrane fusion, RNA-dependent RNA polymerase, viral protease inhibitor, interleukin 6 blocker, and convalescent plasma may improve the clinical outcomes of critical COVID-19 patients. Other supportive care measures for critical patients are still necessary. Advances in genetic sequencing and other technological developments have sped up the establishment of a variety of vaccine platforms. Accordingly, numerous vaccines are under development. Vaccine candidates against SARS-CoV-2 are mainly based upon the viral spike protein due to its vital role in viral infectivity, and most of these candidates have recently moved into clinical trials. Before the efficacy of such vaccines in humans is demonstrated, strong international coordination and collaboration among studies, pharmaceutical companies, regulators, and governments are needed to limit further damage due the emerging SARS-CoV-2 virus."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,3sepefqa,1,,14.0,7.0,melhorou,,4.494477272033691,True,False,"Current global vaccine and drug efforts against COVID-19: Pros and cons of bypassing animal trials. COVID-19 has become one of the biggest health concern, along with huge economic burden. With no clear remedies to treat the disease, doctors are repurposing drugs like chloroquine and remdesivir to treat COVID-19 patients. In parallel, research institutes in collaboration with biotech companies have identified strategies to use viral proteins as vaccine candidates for COVID-19. Although this looks...","Current global vaccine and drug efforts against COVID-19: Pros and cons of bypassing animal trials. COVID-19 has become one of the biggest health concern, along with huge economic burden. With no clear remedies to treat the disease, doctors are repurposing drugs like chloroquine and remdesivir to treat COVID-19 patients. In parallel, research institutes in collaboration with biotech companies have identified strategies to use viral proteins as vaccine candidates for COVID-19. Although this looks promising, they still need to pass the test of challenge studies in animal models. As various models for SARS-CoV-2 are under testing phase, biotech companies have bypassed animal studies and moved to Phase I clinical trials. In view of the present outbreak, this looks a justified approach, but the problem is that in the absence of animal studies, we can never predict the outcomes in humans. Since animal models are critical for vaccine development and SARS-CoV-2 has different transmission dynamics, in this review we compare different animal models of SARS-CoV-2 with humans for their pathogenic, immune response and transmission dynamics that make them ideal models for vaccine testing for COVID-19. Another issue of using animal model is the ethics of using animals for research; thus, we also discuss the pros and cons of using animals for vaccine development studies."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,p36zubnf,2,9.0,3.0,6.0,melhorou,21.907840583799192,6.489229679107666,False,False,"Vaccines and Drug Therapeutics to Lock Down Novel Coronavirus Disease 2019 (COVID-19): A Systematic Review of Clinical Trials. The ongoing novel coronavirus disease 2019 (COVID-19) pandemic has been responsible for millions of infections and hundreds of thousands of deaths. To date, there is no approved targeted treatment, and many investigational therapeutic agents and vaccine candidates are being considered for the treatment of COVID-19. To extract and summarize information on potential vaccin...","Vaccines and Drug Therapeutics to Lock Down Novel Coronavirus Disease 2019 (COVID-19): A Systematic Review of Clinical Trials. The ongoing novel coronavirus disease 2019 (COVID-19) pandemic has been responsible for millions of infections and hundreds of thousands of deaths. To date, there is no approved targeted treatment, and many investigational therapeutic agents and vaccine candidates are being considered for the treatment of COVID-19. To extract and summarize information on potential vaccines and therapeutic agents against COVID-19 at different stages of clinical trials from January to March 2020, we reviewed major clinical trial databases such as ClinicalTrials.gov, WHO International Clinical Trials Registry Platform (ICTRP), and other primary registries between January and March 15, 2020. Interventional studies at different phases under the COVID-19 pipeline were included. A total of 249 clinical trials were identified between January to March 15, 2020. After filtering observational studies (194 studies), a total of 56 interventional trials were considered. The majority of clinical trials have been conducted on chloroquine (n=10) and traditional Chinese medications (TCMs; n=10), followed by antivirals (n=8), anti-inflammatory/immunosuppressants (n=9), cellular therapies (n=4), combinations of different antivirals therapies (n=3), antibacterial (n=1), and other therapies (n=5). Five vaccines are under phase I, and there are a couple of phase III trials on the Bacillus Calmette-Guérin (BCG) vaccine under investigation among healthcare workers. Many novel compounds and vaccines against COVID-19 are currently under investigation. Some candidates have been tested for other viral infections and are listed for clinical trials against the COVID-19 pipeline. Currently, there are no effective specific antivirals or drug combinations available for the treatment of COVID-19."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,sdiwnhs0,2,,16.0,5.0,melhorou,,4.156613826751709,True,False,"Identification of potential vaccine candidates against SARS-CoV-2, A step forward to fight novel coronavirus 2019-nCoV: A Reverse Vaccinology Approach. The recent Coronavirus Disease 2019 (COVID-19) causes an immense health crisis to global public health. The World Health Organization (WHO) declared the COVID-19 as a pandemic. The COVID-19 is the etiologic agent of a recently arose disease caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Presently, there is no vaccine ...","Identification of potential vaccine candidates against SARS-CoV-2, A step forward to fight novel coronavirus 2019-nCoV: A Reverse Vaccinology Approach. The recent Coronavirus Disease 2019 (COVID-19) causes an immense health crisis to global public health. The World Health Organization (WHO) declared the COVID-19 as a pandemic. The COVID-19 is the etiologic agent of a recently arose disease caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Presently, there is no vaccine available against this emerged viral disease. Therefore, it is indeed a need of the hour to develop an effectual and safe vaccine against this decidedly pandemic disease. In the current study, we collected SARS-CoV-2 genome from Indian geographical origin against human host, further more using reverse vaccinology and immunoinformatics tools here we claim effective vaccine candidates that can be mile stone in battle against COVID19. This novel study divulged two promising antigenic peptide GVYFASTEK and NFRVQPTESIV from surface glycoproteins (protein accession no. – QIA98583.1 and QHS34546.1) of SARS-CoV-2, which were predicated to be interacted with class I and class II MHC alleles and showed up to 90% conservancy and high value of antigenicity. Subsequently, the molecular docking studies were verified molecular interaction of these prime antigenic peptides with the residues of HLA-A*11-01 allele for MHC Class I and HLA DRB1*04-01 allele for MHC class II. After vigorous analysis, these peptides were predicted to be suitable epitopes which are capable to elicit the strong cell-mediated immune response against the SARS-CoV-2. Consequences from the present study could facilitate selecting SARS-CoV-2 epitopes for vaccine production pipelines in the immediate future. This novel research will certainly pave the way for a fast, reliable and virtuous platform to provide timely countermeasure of this dangerous pandemic disease, COVID-19."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,79yna07e,2,6.0,2.0,4.0,melhorou,22.307367253284827,6.783492565155029,False,False,"Mapping the Immunodominance Landscape of SARS-CoV-2 Spike Protein for the Design of Vaccines against COVID-19. The ongoing coronavirus disease 2019 (COVID-19) pandemic is a serious threat to global public health, and imposes severe burdens on the entire human society. The severe acute respiratory syndrome (SARS) coronavirus-2 (SARS-CoV-2) can cause severe respiratory illness and death. Currently, there are no specific antiviral drugs that can treat COVID-19. Several vaccines against SARS-CoV-2 a...","Mapping the Immunodominance Landscape of SARS-CoV-2 Spike Protein for the Design of Vaccines against COVID-19. The ongoing coronavirus disease 2019 (COVID-19) pandemic is a serious threat to global public health, and imposes severe burdens on the entire human society. The severe acute respiratory syndrome (SARS) coronavirus-2 (SARS-CoV-2) can cause severe respiratory illness and death. Currently, there are no specific antiviral drugs that can treat COVID-19. Several vaccines against SARS-CoV-2 are being actively developed by research groups around the world. The surface S (spike) protein and the highly expressed internal N (nucleocapsid) protein of SARS-CoV-2 are widely considered as promising candidates for vaccines. In order to guide the design of an effective vaccine, we need experimental data on these potential epitope candidates. In this study, we mapped the immunodominant (ID) sites of S protein using sera samples collected from recently discharged COVID-19 patients. The SARS-CoV-2 S protein-specific antibody levels in the sera of recovered COVID-19 patients were strongly correlated with the neutralising antibody titres. We used epitope mapping to determine the landscape of ID sites of S protein, which identified nine linearized B cell ID sites. Four out of the nine ID sites were found in the receptor-binding domain (RBD). Further analysis showed that these ID sites are potential high-affinity SARS-CoV-2 antibody binding sites. Peptides containing two out of the nine sites were tested as vaccine candidates against SARS-CoV-2 in a mouse model. We detected epitope-specific antibodies and SARS-CoV-2-neutralising activity in the immunised mice. This study for the first time provides human serological data for the design of vaccines against COVID-19."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,oa8vzf02,1,,17.0,4.0,melhorou,,3.9469351768493652,True,False,"Current global vaccine and drug efforts against COVID-19: Pros and cons of bypassing animal trials.. COVID-19 has become one of the biggest health concern, along with huge economic burden. With no clear remedies to treat the disease, doctors are repurposing drugs like chloroquine and remdesivir to treat COVID-19 patients. In parallel, research institutes in collaboration with biotech companies have identified strategies to use viral proteins as vaccine candidates for COVID-19. Although this look...","Current global vaccine and drug efforts against COVID-19: Pros and cons of bypassing animal trials.. COVID-19 has become one of the biggest health concern, along with huge economic burden. With no clear remedies to treat the disease, doctors are repurposing drugs like chloroquine and remdesivir to treat COVID-19 patients. In parallel, research institutes in collaboration with biotech companies have identified strategies to use viral proteins as vaccine candidates for COVID-19. Although this looks promising, they still need to pass the test of challenge studies in animal models. As various models for SARS-CoV-2 are under testing phase, biotech companies have bypassed animal studies and moved to Phase I clinical trials. In view of the present outbreak, this looks a justified approach, but the problem is that in the absence of animal studies, we can never predict the outcomes in humans. Since animal models are critical for vaccine development and SARS-CoV-2 has different transmission dynamics, in this review we compare different animal models of SARS-CoV-2 with humans for their pathogenic, immune response and transmission dynamics that make them ideal models for vaccine testing for COVID-19. Another issue of using animal model is the ethics of using animals for research; thus, we also discuss the pros and cons of using animals for vaccine development studies."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,iymmf4k6,0,,18.0,3.0,melhorou,,3.680697441101074,True,False,"Treatment Considerations for COVID-19: A Critical Review of the Evidence (or Lack Thereof). Abstract The novel severe acute respiratory syndrome coronavirus 2 is causing a worldwide pandemic that may lead to a highly morbid and potentially fatal coronavirus disease-19 (COVID-19). There is currently no drug that has been proven as an effective therapy for COVID-19. Several candidate drugs are being considered and evaluated for treatment. This includes clinically-available drugs, such as chloroqui...","Treatment Considerations for COVID-19: A Critical Review of the Evidence (or Lack Thereof). Abstract The novel severe acute respiratory syndrome coronavirus 2 is causing a worldwide pandemic that may lead to a highly morbid and potentially fatal coronavirus disease-19 (COVID-19). There is currently no drug that has been proven as an effective therapy for COVID-19. Several candidate drugs are being considered and evaluated for treatment. This includes clinically-available drugs, such as chloroquine, hydroxychloroquine, and lopinavir/ritonavir, which are being repurposed for the treatment of COVID-19. Novel experimental therapies, such as remdesivir and favipiravir, are also actively being investigated for antiviral efficacy. Clinically-available and investigational immunomodulators, such as the IL-6 inhibitors tocilizumab and sarilumab and the anti-GMCSF lenzilumab, are being tested for their anticipated effect in counteracting the pro-inflammatory cytokine environment that characterizes severe and critical COVID-19. This review article examines the evidence behind the potential use of these leading drug candidates for the treatment of COVID-19. The authors conclude, based on this review, that there is still no high-quality evidence to support any of these proposed drug therapies. The authors, therefore, encourage the enrollment of eligible patients to multiple ongoing clinical trials that assess the efficacy and safety of these candidate therapies. Until the results of controlled trials are available, none of the suggested therapeutics is clinically proven as an effective therapy for COVID-19."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,svo94kuo,1,,19.0,2.0,melhorou,,3.6735360622406006,True,False,"COVID-19: Learning from Lessons To Guide Treatment and Prevention Interventions. Coronavirus disease 2019 (COVID-19) is caused by the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and first emerged in December 2019 in Wuhan, Hubei province, China. Since then, the virus has rapidly spread to many countries. While the outbreak in China appears to be in decline, the disease has spread across the world, with a daily increase in the number of confirmed cases and infec...","COVID-19: Learning from Lessons To Guide Treatment and Prevention Interventions. Coronavirus disease 2019 (COVID-19) is caused by the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and first emerged in December 2019 in Wuhan, Hubei province, China. Since then, the virus has rapidly spread to many countries. While the outbreak in China appears to be in decline, the disease has spread across the world, with a daily increase in the number of confirmed cases and infection-related deaths. Here, we highlight (i) the lessons that have been learnt so far and how they will benefit reducing the impact of COVID-19 disease and (ii) an update on the status of drug treatment and vaccine development to prevent COVID-19 and potential future related pandemics. Although the mortality rate is clearly higher than for influenza, the rate does seem to vary from country to country, possibly reflecting differences in how rapidly local health authorities respond to isolate and effectively care for the affected population. Drugs are urgently needed for both prophylaxis and the treatment of severely ill patients; however, no proven effective therapies for SARS-CoV-2 currently exist. A number of drugs that have been approved for other diseases are being tested for the treatment of COVID-19 patients, but there is an absence of data from appropriately designed clinical trials showing that these drugs, either alone or in combination, will prove effective. There is also a global urgency to develop a vaccine against COVID-19, but development and appropriate testing will take at least a year before such a vaccine will be globally available. This review summarizes the lessons learnt so far from the COVID-19 pandemic, examines the evidence regarding the drugs that are being tested for the treatment of COVID19, and describes the progress made in efforts to develop an effective vaccine."
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,natp8lbj,0,11.0,10.0,1.0,melhorou,21.67770846551246,4.835055828094482,False,False,"Covid-19 treatment: The race against time. The new outbreak of the novel coronavirus infection emerged in Wuhan-China in late 2019, by the end of Mar 2020, it has spread in more than 178 countries and territories. There is no vaccine or antiviral treatment for COVID-19. Currently, there are several drugs and vaccines being tested for their potential activity against the disease. In this review, we briefly discuss some of the investigational drugs and vaccines being tested against COVID-19 as wel...","Covid-19 treatment: The race against time. The new outbreak of the novel coronavirus infection emerged in Wuhan-China in late 2019, by the end of Mar 2020, it has spread in more than 178 countries and territories. There is no vaccine or antiviral treatment for COVID-19. Currently, there are several drugs and vaccines being tested for their potential activity against the disease. In this review, we briefly discuss some of the investigational drugs and vaccines being tested against COVID-19 as well as their potential drawbacks."
