dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
NF-Corpus,PLAIN-2580,0.37456050428247883,1.0,0.08695652173913043,0.16666666666666666,0.36417417493582804,1.0,0.08695652173913043,0.15,-0.010386329346650791,0.0,0.0,-0.016666666666666663,nfcorpus,Academy of Nutrition and Dietetics Conflicts of Interest,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1109,0.6046855387118412,1.0,0.05102040816326531,0.40555555555555556,0.5919268187287083,1.0,0.05102040816326531,0.38916666666666666,-0.012758719983132827,0.0,0.0,-0.016388888888888897,nfcorpus,endocrine disruptors,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2197,0.857980942822373,1.0,0.13793103448275862,0.7621031746031746,0.8415908474314976,1.0,0.13793103448275862,0.7254365079365078,-0.016390095390875437,0.0,0.0,-0.036666666666666736,nfcorpus,sweeteners,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-806,0.857980942822373,1.0,0.08333333333333333,0.7621031746031746,0.8389574121760602,1.0,0.08333333333333333,0.716547619047619,-0.019023530646312792,0.0,0.0,-0.04555555555555557,nfcorpus,caloric restriction,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1805,0.9305687780632227,1.0,0.07758620689655173,0.8788888888888889,0.9052116356304493,1.0,0.07758620689655173,0.8154365079365078,-0.025357142432773427,0.0,0.0,-0.06345238095238115,nfcorpus,Parkinson's disease,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3452,0.5647652605605432,1.0,0.23529411764705882,0.36666666666666664,0.5377724739198166,1.0,0.23529411764705882,0.3071428571428571,-0.026992786640726574,0.0,0.0,-0.059523809523809534,nfcorpus,Bowel Movement Frequency,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1940,0.3589542101716347,1.0,0.16666666666666666,0.2,0.33013764944712026,1.0,0.16666666666666666,0.16666666666666666,-0.02881656072451444,0.0,0.0,-0.033333333333333354,nfcorpus,prolactin,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2145,0.1482972305701491,0.5,0.1111111111111111,0.05555555555555555,0.11752277470724268,0.3333333333333333,0.1111111111111111,0.037037037037037035,-0.03077445586290642,-0.16666666666666669,0.0,-0.018518518518518517,nfcorpus,St. John's wort,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-571,0.2558209594125084,0.3333333333333333,0.2857142857142857,0.11904761904761904,0.22471947398559278,0.25,0.2857142857142857,0.09285714285714286,-0.031101485426915598,-0.08333333333333331,0.0,-0.02619047619047618,nfcorpus,anisakis,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2570,0.15423215925316425,0.5,0.025,0.05,0.12222609441075938,0.3333333333333333,0.025,0.03333333333333333,-0.03200606484240487,-0.16666666666666669,0.0,-0.01666666666666667,nfcorpus,Diabetics Should Take Their Pulses,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2640,0.6009053751727895,1.0,0.16666666666666666,0.8,0.5649560431113374,1.0,0.14583333333333334,0.6366666666666667,-0.03594933206145212,0.0,-0.020833333333333315,-0.16333333333333333,nfcorpus,Chicken Salmonella Thanks to Meat Industry Lawsuit,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1288,0.7381919257729245,1.0,0.03571428571428571,0.5541666666666667,0.6987957033953602,1.0,0.030612244897959183,0.53,-0.03939622237756424,0.0,-0.005102040816326529,-0.02416666666666667,nfcorpus,grapes,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2890,0.15537907391531905,0.25,0.034482758620689655,0.025,0.113813114479808,0.125,0.034482758620689655,0.0125,-0.04156595943551104,-0.125,0.0,-0.0125,nfcorpus,To Snack or Not to Snack?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3191,0.09681446384354929,0.2,0.125,0.042222222222222223,0.054446697840052224,0.2,0.0625,0.02,-0.042367766003497065,0.0,-0.0625,-0.022222222222222223,nfcorpus,Is Distilled Fish Oil Toxin-Free?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3161,0.48746978596465146,1.0,0.06976744186046512,0.1775,0.439895152209025,0.5,0.11627906976744186,0.24444444444444446,-0.04757463375562648,-0.5,0.046511627906976744,0.06694444444444447,nfcorpus,Is Milk and Mucus a Myth?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2800,0.13998627114565382,0.16666666666666666,0.08333333333333333,0.03666666666666667,0.09020315758404258,0.1111111111111111,0.041666666666666664,0.01111111111111111,-0.049783113561611234,-0.05555555555555555,-0.041666666666666664,-0.025555555555555557,nfcorpus,Prolonged Liver Function Enhancement From Broccoli,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-902,0.6366824387328317,1.0,0.5,0.5,0.5855700749881525,1.0,0.5,0.41666666666666663,-0.0511123637446792,0.0,0.0,-0.08333333333333337,nfcorpus,chlorophyll,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2810,0.05854439592831931,0.16666666666666666,0.125,0.020833333333333332,0.0,0.0,0.0,0.0,-0.05854439592831931,-0.16666666666666666,-0.125,-0.020833333333333332,nfcorpus,Apple Juice May Be Worse Than Sugar Water,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2500,0.059872671137193724,0.125,0.14285714285714285,0.017857142857142856,0.0,0.0,0.0,0.0,-0.059872671137193724,-0.125,-0.14285714285714285,-0.017857142857142856,nfcorpus,The Saturated Fat Studies: Buttering Up the Public,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1527,0.8603818544462509,1.0,0.039603960396039604,0.7675,0.7967610662472993,1.0,0.034653465346534656,0.6875,-0.06362078819895167,0.0,-0.004950495049504948,-0.07999999999999996,nfcorpus,liver disease,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1050,0.06362078819895171,0.1,0.010638297872340425,0.01,0.0,0.0,0.0,0.0,-0.06362078819895171,-0.1,-0.010638297872340425,-0.01,nfcorpus,Dr. Dean Ornish,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1506,0.2984900352767555,1.0,0.13333333333333333,0.13333333333333333,0.23365080824310533,0.5,0.13333333333333333,0.1,-0.06483922703365017,-0.5,0.0,-0.033333333333333326,nfcorpus,leucine,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-418,0.7606220037494031,1.0,0.6666666666666666,0.5,0.6916951540553927,1.0,0.6666666666666666,0.40740740740740744,-0.06892684969401042,0.0,0.0,-0.09259259259259256,nfcorpus,Fresh fruit versus frozen--which is better?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2981,0.5030904516575294,1.0,0.2857142857142857,0.18367346938775508,0.43122038713502525,1.0,0.14285714285714285,0.14285714285714285,-0.07187006452250416,0.0,-0.14285714285714285,-0.040816326530612235,nfcorpus,Cheese Mites and Maggots,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2870,0.07623986638854101,0.1111111111111111,0.2,0.02222222222222222,0.0,0.0,0.0,0.0,-0.07623986638854101,-0.1111111111111111,-0.2,-0.02222222222222222,nfcorpus,Filled Full of Lead,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1590,0.22009176629808017,1.0,0.05555555555555555,0.1,0.13886244387355454,0.5,0.05555555555555555,0.05,-0.08122932242452563,-0.5,0.0,-0.05,nfcorpus,medical ethics,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1847,0.33013764944712026,1.0,0.18181818181818182,0.16666666666666666,0.2489083270225946,0.5,0.18181818181818182,0.11666666666666665,-0.08122932242452566,-0.5,0.0,-0.05,nfcorpus,philippines,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1557,0.2781981696179509,0.3333333333333333,0.11538461538461539,0.1261904761904762,0.19518900079066107,0.3333333333333333,0.07692307692307693,0.07333333333333333,-0.08300916882728984,0.0,-0.038461538461538464,-0.05285714285714285,nfcorpus,magnesium,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1374,0.08514311764162098,0.2,0.038461538461538464,0.02,0.0,0.0,0.0,0.0,-0.08514311764162098,-0.2,-0.038461538461538464,-0.02,nfcorpus,hormonal dysfunction,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1299,0.30523488393970116,1.0,0.03278688524590164,0.13999999999999999,0.22009176629808017,1.0,0.01639344262295082,0.1,-0.085143117641621,0.0,-0.01639344262295082,-0.03999999999999998,nfcorpus,growth promoters,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2750,0.5238775486533084,1.0,0.0847457627118644,0.43809523809523804,0.4368930294863806,0.5,0.11864406779661017,0.4916666666666667,-0.08698451916692779,-0.5,0.03389830508474577,0.05357142857142866,nfcorpus,Preventing the Common Cold with Probiotics?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2520,0.12468135197397451,0.25,0.0410958904109589,0.1025,0.03668196104968002,0.14285714285714285,0.0136986301369863,0.014285714285714285,-0.08799939092429448,-0.10714285714285715,-0.0273972602739726,-0.0882142857142857,nfcorpus,Caloric Restriction vs. Plant-Based Diets,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1342,0.39092738420022166,0.5,0.25,0.20666666666666664,0.2973694836145356,0.5,0.1875,0.13285714285714284,-0.09355790058568608,0.0,-0.0625,-0.0738095238095238,nfcorpus,heme iron,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2470,0.17796717146275912,0.3333333333333333,0.0273972602739726,0.06190476190476191,0.08421358772610596,0.125,0.0136986301369863,0.0125,-0.09375358373665316,-0.20833333333333331,-0.0136986301369863,-0.04940476190476191,nfcorpus,Is Milk Good for Our Bones?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-227,0.09478836436955078,0.25,0.025,0.025,0.0,0.0,0.0,0.0,-0.09478836436955078,-0.25,-0.025,-0.025,nfcorpus,Increasing Muscle Strength with Fenugreek,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1275,0.4537425745411855,1.0,0.05454545454545454,0.275,0.3589542101716347,1.0,0.03636363636363636,0.2,-0.09478836436955079,0.0,-0.01818181818181818,-0.07500000000000001,nfcorpus,goji berries,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2450,0.31488013066763093,1.0,0.05263157894736842,0.15,0.21222636597291458,0.5,0.05263157894736842,0.07857142857142857,-0.10265376469471635,-0.5,0.0,-0.07142857142857142,nfcorpus,Are Organic Foods Safer?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1667,0.7479350596733328,1.0,0.0440251572327044,0.5792063492063492,0.6437684113853992,1.0,0.03773584905660377,0.4296428571428571,-0.10416664828793365,0.0,-0.0062893081761006275,-0.14956349206349207,nfcorpus,muscle health,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3412,0.2684006981258608,1.0,0.061224489795918366,0.16666666666666666,0.16195671984435944,1.0,0.02040816326530612,0.1,-0.10644397828150137,0.0,-0.04081632653061225,-0.06666666666666665,nfcorpus,Plant vs. Cow Calcium,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2430,0.43735247915031,1.0,0.06521739130434782,0.25,0.32628411331784235,1.0,0.06521739130434782,0.16999999999999998,-0.11106836583246765,0.0,0.0,-0.08000000000000002,nfcorpus,Preventing Brain Loss with B Vitamins?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2030,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.19092086617893467,0.5,0.16666666666666666,0.08333333333333333,-0.11168154731987878,-0.5,0.0,-0.08333333333333333,nfcorpus,Rutin,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2291,0.45221360703148816,1.0,0.4,0.2571428571428571,0.3391602052736161,1.0,0.2,0.2,-0.11305340175787204,0.0,-0.2,-0.057142857142857106,nfcorpus,ultra-processed foods,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2460,0.11496943328345773,0.25,0.03225806451612903,0.025,0.0,0.0,0.0,0.0,-0.11496943328345773,-0.25,-0.03225806451612903,-0.025,nfcorpus,Diabetes as a Disease of Fat Toxicity,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-741,0.84860265890399,1.0,0.42105263157894735,0.736547619047619,0.7312625444731047,1.0,0.3684210526315789,0.5782142857142857,-0.11734011443088532,0.0,-0.05263157894736842,-0.15833333333333333,nfcorpus,BPH,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-541,0.32665167016610913,0.25,0.5,0.15178571428571427,0.20865662569078208,0.16666666666666666,0.3333333333333333,0.07539682539682539,-0.11799504447532705,-0.08333333333333334,-0.16666666666666669,-0.07638888888888888,nfcorpus,American Dental Association,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3292,0.5279127445637272,1.0,0.5714285714285714,0.37142857142857144,0.4090134284223906,0.25,0.5714285714285714,0.22551020408163264,-0.11889931614133659,-0.75,0.0,-0.1459183673469388,nfcorpus,Are Multivitamins Good For You?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2550,0.2177688329362056,0.2,0.12,0.0819047619047619,0.09858350785990916,0.2,0.04,0.02,-0.11918532507629645,0.0,-0.07999999999999999,-0.06190476190476189,nfcorpus,Barriers to Heart Disease Prevention,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-946,0.31488013066763093,1.0,0.06451612903225806,0.15,0.19518900079066107,0.3333333333333333,0.06451612903225806,0.07333333333333333,-0.11969112987696987,-0.6666666666666667,0.0,-0.07666666666666666,nfcorpus,coma,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3085,0.38685280723454163,0.5,0.5,0.25,0.2640681225725909,0.25,0.5,0.125,-0.12278468466195075,-0.25,0.0,-0.125,nfcorpus,The Difficulty of Arriving at a Vitamin D Recommendation,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1579,0.3391602052736161,1.0,0.2,0.2,0.21398626473452756,0.5,0.2,0.1,-0.12517394053908856,-0.5,0.0,-0.1,nfcorpus,mastitis,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3281,0.3239134396887189,1.0,0.038461538461538464,0.1,0.19635865514018222,0.3333333333333333,0.07692307692307693,0.06666666666666667,-0.12755478454853666,-0.6666666666666667,0.038461538461538464,-0.03333333333333334,nfcorpus,Aluminum in Vaccines vs. Food,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2650,0.5036067026046991,1.0,0.13793103448275862,0.29444444444444445,0.3714891073940902,1.0,0.10344827586206896,0.1733333333333333,-0.1321175952106089,0.0,-0.034482758620689655,-0.12111111111111114,nfcorpus,Turmeric Curcumin and Osteoarthritis,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3462,0.6975961695061491,1.0,0.109375,0.4979761904761905,0.5646138709309813,1.0,0.09375,0.3755555555555556,-0.13298229857516786,0.0,-0.015625,-0.12242063492063493,nfcorpus,Olive Oil and Artery Function,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2510,0.8318477135310893,1.0,0.17391304347826086,0.696111111111111,0.6949584342635219,1.0,0.15217391304347827,0.5684920634920634,-0.13688927926756744,0.0,-0.021739130434782594,-0.12761904761904763,nfcorpus,Coffee and Artery Function,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-259,0.3589542101716347,1.0,0.14285714285714285,0.2,0.22009176629808017,1.0,0.07142857142857142,0.1,-0.13886244387355454,0.0,-0.07142857142857142,-0.1,nfcorpus,Optimal Phytosterol Dose and Source,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1909,1.0,1.0,0.02159827213822894,1.0,0.8572048559638628,1.0,0.017278617710583154,0.7577777777777778,-0.14279514403613724,0.0,-0.004319654427645786,-0.24222222222222223,nfcorpus,pork,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2071,0.5810820381115676,1.0,0.1111111111111111,0.36714285714285716,0.43828689407543014,1.0,0.08888888888888889,0.21749999999999997,-0.1427951440361374,0.0,-0.022222222222222213,-0.1496428571428572,nfcorpus,serotonin,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1183,0.28952298823485745,1.0,0.08,0.125,0.13698471029831175,0.14285714285714285,0.08,0.03428571428571429,-0.1525382779365457,-0.8571428571428572,0.0,-0.09071428571428572,nfcorpus,Finland,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1463,0.40350157154648025,1.0,0.125,0.2095238095238095,0.2489083270225946,0.5,0.08333333333333333,0.11666666666666665,-0.15459324452388565,-0.5,-0.04166666666666667,-0.09285714285714285,nfcorpus,kidney beans,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-153,0.49704390874168247,1.0,0.1276595744680851,0.3896428571428572,0.33860396794776143,0.5,0.0851063829787234,0.24166666666666664,-0.15843994079392104,-0.5,-0.042553191489361694,-0.14797619047619054,nfcorpus,How Should I Take Probiotics?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2620,0.2626633251188907,1.0,0.03636363636363636,0.13999999999999999,0.09478836436955078,0.25,0.01818181818181818,0.025,-0.16787496074933989,-0.75,-0.01818181818181818,-0.11499999999999999,nfcorpus,Phytates for the Treatment of Cancer,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-23,0.2354691338950244,0.5,0.044444444444444446,0.23166666666666663,0.06652600506786449,0.125,0.022222222222222223,0.0325,-0.16894312882715992,-0.375,-0.022222222222222223,-0.19916666666666663,nfcorpus,How to Reduce Exposure to Alkylphenols Through Your Diet,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2051,0.7133080652109929,1.0,0.01971830985915493,0.5297619047619049,0.5388856921828065,1.0,0.011267605633802818,0.355,-0.17442237302818642,0.0,-0.008450704225352114,-0.1747619047619049,nfcorpus,saturated fat,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-196,0.6691255538181726,1.0,0.08695652173913043,0.473095238095238,0.48864468918810133,1.0,0.057971014492753624,0.2838095238095238,-0.1804808646300713,0.0,-0.02898550724637681,-0.18928571428571422,nfcorpus,Should We Avoid Titanium Dioxide?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-56,0.6968732710362916,1.0,0.1,0.43809523809523804,0.5110267561049476,1.0,0.06,0.3,-0.18584651493134396,0.0,-0.04000000000000001,-0.13809523809523805,nfcorpus,Foods for Glaucoma,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-175,0.3686402433478159,1.0,0.08108108108108109,0.3,0.18102026775530972,1.0,0.05405405405405406,0.13333333333333333,-0.1876199755925062,0.0,-0.02702702702702703,-0.16666666666666666,nfcorpus,Diet and Cellulite,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3432,0.28323251649726616,0.3333333333333333,0.07142857142857142,0.13333333333333333,0.09478836436955078,0.25,0.023809523809523808,0.025,-0.18844415212771537,-0.08333333333333331,-0.047619047619047616,-0.10833333333333334,nfcorpus,Healthy Chocolate Milkshakes,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3001,0.20438239758848611,0.14285714285714285,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,-0.20438239758848611,-0.14285714285714285,-0.5,-0.07142857142857142,nfcorpus,EPIC Findings on Lymphoma,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-934,0.7975167679274937,1.0,0.07920792079207921,0.6671031746031746,0.5926825204089028,1.0,0.0594059405940594,0.3763095238095238,-0.20483424751859092,0.0,-0.019801980198019806,-0.29079365079365077,nfcorpus,coffee,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2332,0.5100691314582919,1.0,0.041237113402061855,0.32166666666666666,0.2934556883974402,1.0,0.020618556701030927,0.12857142857142856,-0.21661344306085173,0.0,-0.020618556701030927,-0.1930952380952381,nfcorpus,viral infections,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1387,0.6569815082938864,1.0,0.5,0.4476984126984126,0.4330549290057019,0.5,0.4166666666666667,0.2384126984126984,-0.22392657928818444,-0.5,-0.08333333333333331,-0.20928571428571419,nfcorpus,hyperactivity,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-332,0.6131471927654584,1.0,0.5,0.5,0.38685280723454163,0.5,0.5,0.25,-0.22629438553091674,-0.5,0.0,-0.25,nfcorpus,Can antioxidant-rich spices counteract the effects of a high-fat meal?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-1320,0.43768250601780867,0.5,0.5,0.2569444444444444,0.2032495876139783,0.16666666666666666,0.3333333333333333,0.06944444444444443,-0.23443291840383038,-0.33333333333333337,-0.16666666666666669,-0.1875,nfcorpus,Harvard Physicians’ Study II,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2,0.8081027286021777,1.0,0.3333333333333333,0.716111111111111,0.568701548887727,1.0,0.20833333333333334,0.3211111111111111,-0.23940117971445074,0.0,-0.12499999999999997,-0.3949999999999999,nfcorpus,Do Cholesterol Statin Drugs Cause Breast Cancer?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-441,0.9649970362857294,1.0,1.0,0.8444444444444444,0.7182322615370308,1.0,0.6,0.3933333333333333,-0.24676477474869862,0.0,-0.4,-0.45111111111111113,nfcorpus,Is apple cider vinegar good for you?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-430,0.5974004989549763,1.0,0.375,0.34375,0.327714362946229,0.5,0.25,0.14583333333333331,-0.26968613600874725,-0.5,-0.125,-0.19791666666666669,nfcorpus,Are krill oil supplements better than fish oil capsules?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3302,0.29420263302058774,1.0,0.05405405405405406,0.2,0.0,0.0,0.0,0.0,-0.29420263302058774,-1.0,-0.05405405405405406,-0.2,nfcorpus,Fish Fog,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3026,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.3010299956639812,-0.1111111111111111,-1.0,-0.1111111111111111,nfcorpus,Vitamin C-Enriched Bacon,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2770,0.3820564381065627,1.0,0.07317073170731707,0.24166666666666664,0.0,0.0,0.0,0.0,-0.3820564381065627,-1.0,-0.07317073170731707,-0.24166666666666664,nfcorpus,Flaxseeds & Breast Cancer Survival: Clinical Evidence,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-499,0.4690000933206748,1.0,0.08823529411764706,0.3,0.06362078819895171,0.1,0.029411764705882353,0.01,-0.4053793051217231,-0.9,-0.05882352941176471,-0.29,nfcorpus,African-American,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-2490,0.5386485824602897,1.0,0.13043478260869565,0.26,0.08421358772610596,0.125,0.043478260869565216,0.0125,-0.4544349947341837,-0.875,-0.08695652173913043,-0.2475,nfcorpus,The Actual Benefit of Diet vs. Drugs,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3342,0.6364391809889587,1.0,0.6666666666666666,0.4444444444444444,0.15642624200758548,0.14285714285714285,0.3333333333333333,0.047619047619047616,-0.4800129389813732,-0.8571428571428572,-0.3333333333333333,-0.3968253968253968,nfcorpus,Is Coconut Milk Good For You?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-3074,1.0,1.0,1.0,1.0,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,-0.6989700043360187,-0.8888888888888888,0.0,-0.8888888888888888,nfcorpus,How to Help Prevent Abdominal Aortic Aneurysms,reranker piorou o ranking da query no topo
