dataset,query_id,query,candidate_recall@100,num_relevant_qrels,num_bm25_relevant_top10,num_bge_relevant_top10,bm25_relevant_top10,bge_relevant_top10,delta_nDCG@10,failure_type
TREC-COVID,18,what are the best masks for preventing infection by Covid-19?,0.10031847133757962,628,8,9,"['g477u9k1', 'f4sd7vbi', '8khrecrf', '1aqf98e0', 'j0lpy07l', 'z70oduir', 'st7c4v9v', 'bf0p2i13']","['qi8x5yaq', '9uxfxry4', 'no8bgglk', '334hmwmj', 'tfrawa9z', 'f4sd7vbi', '7qj00qi9', '3ttcfhm3', '1q8tqeg7']",0.057946261338807425,sucesso_do_reranker
TREC-COVID,19,what type of hand sanitizer is needed to destroy Covid-19?,0.17117117117117117,111,6,4,"['y777xosr', '47ema2dq', 'd26y5291', 'i0ll585x', 'u7pflnxk', '3tlpyw4s']","['eevs62xf', 'hma2kvn2', 'y777xosr', 'p5hvf569']",-0.10007292283790675,falha_ou_piora_do_reranker
TREC-COVID,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.10256410256410256,702,9,10,"['z3l6eden', '53107z56', 'ohj6misb', 'uu1jml2c', 'r426u5dz', '240jc7l4', 'nxrg9fi6', 'ux844b25', '6cxndab8']","['z3l6eden', 'i7scw9mu', '53107z56', 'aj1yup6a', 'fskfnmig', 'oapjfamm', '240jc7l4', 'nxrg9fi6', 'llzfc1r7', 'jyfcpsu6']",0.06625422345438903,sucesso_do_reranker
TREC-COVID,21,what are the mortality rates overall and in specific populations,0.03650793650793651,630,8,4,"['2vxnmiyj', 'vpakh3jk', '0o3wjvpx', 'eet3v4cs', 'na4izro0', 'cysj93kv', 'gv8wlo06', 'haiuzuha']","['0ie6tkgm', '0o3wjvpx', 'eet3v4cs', 'vzmn6zep']",-0.35492797327201453,falha_ou_piora_do_reranker
TREC-COVID,22,are cardiac complications likely in patients with COVID-19?,0.1227106227106227,546,9,10,"['1hvihwkz', 'p3fi4yej', 'ejsqsn59', 'lfjud2aq', 'wkp58iov', 'v3qgqfwr', 'ozy39172', 'q5p0ie3j', '8ysfaww2']","['wkp58iov', 'ejsqsn59', 'lfjud2aq', 'jg6v644y', 'xhum1ykr', 'rmio55bx', 'wvxybca4', '0ec1cu8q', 'dm9nefdg', 'umhj7nk7']",0.13765179547245776,sucesso_do_reranker
TREC-COVID,23,what kinds of complications related to COVID-19 are associated with hypertension?,0.09973045822102426,371,7,8,"['gwefujal', 'n4dgqo73', 'qk0cyee2', '95wclabe', 'komx6t5h', 'ta9g9ceh', 'o6a30irm']","['7xqmuoye', '69qefbbo', '873txs85', 'y4h95kb4', 'io8hm94a', 'bwkad2s0', '254z62e4', '7kw9lws0']",0.02273143567723901,sucesso_do_reranker
TREC-COVID,24,what kinds of complications related to COVID-19 are associated with diabetes,0.1707920792079208,404,8,10,"['hycd9zua', '3jolt83r', 'tsd6sjcx', 'kzoumf3k', '5zb96j4a', 'e5mf6qdo', '15hqzcig', 'nih2cnnz']","['phf2sgw5', 'wl1uihn3', '9uymi395', 'skknfc6h', 'pruvl2l4', 'lfdeowsl', '118x15od', 'c2jm0g88', '0tsefy6p', 'dgl7qapx']",0.10029409882600082,sucesso_do_reranker
TREC-COVID,25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.045368620037807186,529,5,8,"['aph6yf7n', 'r8mn4lzv', '9k8r18x7', 'pd70i3d8', 't996fbad']","['9k8r18x7', 't996fbad', 'pd70i3d8', '8ceabd6e', '7rjzontt', 'eiofivki', 'vcpo3qob', '3l2t9w9l']",0.18095660264264724,sucesso_do_reranker
TREC-COVID,26,what are the initial symptoms of Covid-19?,0.05269922879177378,778,4,8,"['d3qgrjc4', '0fzwwluc', 'b4zwinh2', '6jiy0b55']","['pbqm2xrg', '0ylislv9', '1aqtqaod', 'dnv2xl0h', 'z5u32l0w', 'b4zwinh2', 'epk4uksu', 'zv45usvu']",0.41272967731050964,sucesso_do_reranker
TREC-COVID,27,what is known about those infected with Covid-19 but are asymptomatic?,0.04004711425206125,849,6,4,"['nadzy6lm', 't0mqh9m0', '5j6uu16i', 'rs79r7kc', 'rsz7ch2a', 'f76ypfma']","['18q23z8l', 'tg5wbwf9', '6xy8bwfl', '998lscmk']",-0.2823847223574273,falha_ou_piora_do_reranker
TREC-COVID,28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.11433756805807622,551,10,10,"['0lk8eujq', '9eo0leey', '1n6d1gco', 'rd766a4w', 'opbozg55', '98zpr960', 'b6aeu1ph', '86h5ptxm', 'e1otbzt3', 'sm0112e3']","['6bdzut3d', '0lk8eujq', '98zpr960', 'opbozg55', '1x9vqepb', '1n6d1gco', 't1vom8f3', '0u4ar3b5', '5gvdddeh', 'sm0112e3']",0.015823807085182273,sucesso_do_reranker
TREC-COVID,29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.10099337748344371,604,10,10,"['qrfx165d', '38d6gb7o', 'kc2r034w', '7qd8z5e7', 'djhnd8kq', 'i1lyno9g', 'k4dphhfh', '4yuw7jo3', 'rz205rqd', 'eje3i558']","['38d6gb7o', '7qd8z5e7', 'qrfx165d', 'eje3i558', 'uuy94dwa', '2cvvkrx9', 'rvzgut4w', 'hg9i6v26', '4tis2he4', 'zg2u7fwx']",-0.00641112260515897,falha_ou_piora_do_reranker
TREC-COVID,30,is remdesivir an effective treatment for COVID-19,0.22162162162162163,370,10,10,"['2lwzhqer', '8n6eybze', 'aivub6mi', 'ygbfvjz8', 'bz1lz2ze', 'kq77whdx', 'r0znh1bi', '4178ui2c', 'lbnfqv77', '1cph1uij']","['7xc47la7', 'ygbfvjz8', 'bz1lz2ze', '4178ui2c', 'r0znh1bi', 'gqqdx2r5', 'qxsr3uii', '1eiw7bxh', 'dieaqxmi', '6tcwu832']",0.0,sem_mudanca_relevante
TREC-COVID,31,How does the coronavirus differ from seasonal flu?,0.0679886685552408,353,2,3,"['ziujiigl', 'wtqwghon']","['ziujiigl', '5gj4lhdj', 'jitmsez2']",0.0342439516433273,sucesso_do_reranker
TREC-COVID,32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.027777777777777776,216,1,4,['1sbnewog'],"['h0q93in1', '1sbnewog', '9siu7wgs', '8s8gezpz']",0.42492601381667106,sucesso_do_reranker
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,0.09608540925266904,281,5,6,"['khfiy0m2', 'y883anmp', '79yna07e', 'eeh2a0t8', 'p36zubnf']","['wxagjqbt', '79yna07e', 'p36zubnf', 'o8bkorjn', 'ievuxa6k', '2vevp0fg']",0.1499048426811086,sucesso_do_reranker
TREC-COVID,34,What are the longer-term complications of those who recover from COVID-19?,0.06976744186046512,172,4,7,"['b999y89f', '0999t5x0', 'dvg0isgt', 'bhlp1acq']","['rhoo2k3r', 'q79r4dbl', '0999t5x0', 'bhlp1acq', 'yudrouue', 'b999y89f', '1242ggxm']",0.2069904793428713,sucesso_do_reranker
TREC-COVID,35,What new public datasets are available related to COVID-19?,0.045871559633027525,218,3,3,"['tprgbl51', 'czvyk0rk', 'onipxf2z']","['ns628u21', 'o8b1rtux', 'tvmytgda']",0.12137070176594661,sucesso_do_reranker
TREC-COVID,36,What is the protein structure of the SARS-CoV-2 spike?,0.12274959083469722,611,9,8,"['34ljq0qt', 'g81ylcxq', 'm0w0fl2u', '4nfxdppt', 'co27h1kj', 'jfq7820g', '2bz78yl1', 't4bqmgcl', 'nsp53lv6']","['ust578fc', '7axo7k51', 'm3j0kv0t', 'yl6seuht', 't4bqmgcl', '34ljq0qt', '296ilxyg', '2bz78yl1']",-0.08157526746106358,falha_ou_piora_do_reranker
TREC-COVID,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,0.08888888888888889,450,3,9,"['oi2cm546', 'hze05jnf', 'dqyjdast']","['shn7vx3d', 'm3505b5w', 'zaxjj9q7', 'gygi11gk', '7u97in7o', 'bcx51aci', 'hze05jnf', 'dqyjdast', 'pov7oi1l']",0.43994197142975056,sucesso_do_reranker
TREC-COVID,38,What is the mechanism of inflammatory response and pathogenesis of COVID-19 cases?,0.04265402843601896,1266,8,10,"['iaatjew2', 'fqlv35vo', 'xhr9i6gw', 'uxehz43v', 'xm0n9iu4', 'rn1t7612', '7i6wnto5', 'ehcqey3f']","['6hzlbpxg', 'ot5v8n0c', '9l5ajo4q', 'oj0zthe9', 'rn1t7612', 'cn3bpmwj', '3fp46sov', 'gkjb1y83', 'x1g9u1j2', 'x774jfpz']",0.12864872444612407,sucesso_do_reranker
TREC-COVID,39,What is the mechanism of cytokine storm syndrome on the COVID-19?,0.11395348837209303,860,10,10,"['3d04p4xp', 'urr5iuy2', '5c9f4m2f', 'zukc3lvq', 'nqprluto', 'yaov2osz', 'iaatjew2', 'fqlv35vo', 'ne1qvf5g', 'ete5n5pw']","['s82qv18v', 'fozglfc8', 'ynrvowoc', '6f2xb5m7', '7ak53hto', 'urr5iuy2', '3fp46sov', 'e58nciq3', 'a8jt6rth', 'ne1qvf5g']",-0.015823807085182384,falha_ou_piora_do_reranker
TREC-COVID,40,What are the observed mutations in the SARS-CoV-2 genome and how often do the mutations occur?,0.16007194244604317,556,10,10,"['ttbur07i', 'miujzgtd', '6f1y5hhv', 'j8sg5n5g', '02cfyuf4', 'msggi1p2', 'bsypo08l', 'fglghjy6', '3pribklz', '6dsx7pey']","['16lkzgtq', 'ow2aijmj', 'ttbur07i', 'miujzgtd', '4e3cn50u', 'lzrxdi6a', 'shn7vx3d', 'eri92ki6', '13tc3loo', '6f1y5hhv']",0.0,sem_mudanca_relevante
TREC-COVID,41,What are the impacts of COVID-19 among African-Americans that differ from the rest of the U.S. population?,0.10289389067524116,311,7,8,"['fsid4a39', '753klfdp', 'bgpep5lc', '80w0wu9e', 'gxjsv896', 'miayce9l', 'jx8eb28j']","['80w0wu9e', 'bgpep5lc', '8yvu9xhw', 'miayce9l', 'yq7enzvm', '6wqxcshu', 'n3wbuxnv', '0ctlde8w']",0.04696127385679538,sucesso_do_reranker
TREC-COVID,42,Does Vitamin D impact COVID-19 prevention and treatment?,0.2880658436213992,243,9,10,"['m22h669g', '4v71xohx', 'waujy98e', '67gsn4sy', 'x4ietehr', '8hvve871', 'bpfwcssk', '478wbtfb', 'jk0ysuy4']","['8hvve871', '46aln4tk', 'rvwxysvc', 'uz34fjyp', 'lj4mq31p', '8ceblnkz', 'fe7e60dl', 'rpmmadqc', 'vu7lwypg', 'yjx6ejrh']",0.1186437297734717,sucesso_do_reranker
TREC-COVID,43,"How has the COVID-19 pandemic impacted violence in society, including violent crimes?",0.18972332015810275,253,7,6,"['daxggfj5', 'nidfrd6o', 'tydil7d7', '4jjuwc9r', 'uiezqa4p', '1h5a4bit', 'clt4l6wz']","['daxggfj5', 'ekajojon', '77dtxxd4', 'onxosato', 'gjdza9bh', 'miem1poh']",0.08344324614681009,falha_ou_piora_do_reranker
TREC-COVID,44,How much impact do masks have on preventing the spread of the COVID-19?,0.10766045548654245,483,9,9,"['28utunid', 'qi1henyy', 'f9syysdw', 'sjenehbl', 'ugkxxaeb', '14x4uqq7', 'mfb2or98', 'f7rcijh4', 'st7c4v9v']","['yx9oa2ra', '28utunid', 'qi1henyy', 'f7rcijh4', 'x9sfgtim', 'sjenehbl', 'b4znk2wr', 'ropgq7tr', 've34oyz0']",0.00981284546096961,sucesso_do_reranker
TREC-COVID,45,How has the COVID-19 pandemic impacted mental health?,0.08312655086848635,806,9,9,"['f6c7e0e4', 'tj3lmjx3', 'jcueu1xh', 'rhcvsqtk', 'hze88sr4', 'wbwd7m5w', 'mrhd4iph', 'svlllte0', 'ahdwjyz8']","['j7novgyb', 'y9vx7coj', 'qauaqwhl', 'rvrgdqsn', 'ex5unvr8', 'u46upe5l', 'pf1f9fhc', 'd7vo3l8e', '6yek4hg4']",-0.026747751735628267,falha_ou_piora_do_reranker
TREC-COVID,46,what evidence is there for dexamethasone as a treatment for COVID-19?,0.08791208791208792,182,5,4,"['za3qypgg', 'ver7x3lx', '2697ts31', 'dgy7qbl5', 'b8p4l0yp']","['oqgw6ao6', 'ztd7awzv', 'fqh77aaa', '6q0y3ewu']",0.29635237471633724,falha_ou_piora_do_reranker
TREC-COVID,47,what are the health outcomes for children who contract COVID-19?,0.05476190476190476,420,3,8,"['03vy3uaj', '18q23z8l', 'lbsacgr7']","['l5n0r5g9', 'sbfk60wy', 't9f080f5', 't67l14e6', '18q23z8l', '998lscmk', '6oaks0kl', 'bdvnwrd4']",0.5796415632997458,sucesso_do_reranker
TREC-COVID,48,what are the benefits and risks of re-opening schools in the midst of the COVID-19 pandemic?,0.07657657657657657,444,9,5,"['22y5ewq6', '5eg7hf6r', 'q5efqr7r', 'rn3aw7wi', 'n1jmqx6m', 'njxqf8bn', 'rd8dqeot', 'ghrgj3e5', 'kdsbw4ji']","['x6x6a35w', 'xhyqg5u2', '22y5ewq6', '5eg7hf6r', 'uzdbibf5']",-0.32610706211205887,falha_ou_piora_do_reranker
TREC-COVID,49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.06072874493927125,247,2,2,"['dptgg05n', 'yzffm05r']","['nhkd88yv', 'dptgg05n']",-0.032616701405051796,falha_ou_piora_do_reranker
TREC-COVID,50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.12408759124087591,137,3,4,"['q77da2y3', 'ptvsie6m', 'xbze5s3c']","['1v0f2dtx', 'q77da2y3', 'xbze5s3c', 'ywia2ok7']",0.32610706211205887,sucesso_do_reranker
NF-Corpus,PLAIN-2,Do Cholesterol Statin Drugs Cause Breast Cancer?,0.6666666666666666,24,8,5,"['MED-14', 'MED-2429', 'MED-10', 'MED-2428', 'MED-2431', 'MED-4830', 'MED-2427', 'MED-4829']","['MED-2431', 'MED-2429', 'MED-14', 'MED-2440', 'MED-10']",-0.23940117971445074,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-12,Exploiting Autophagy to Live Longer,0.1,30,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-23,How to Reduce Exposure to Alkylphenols Through Your Diet,0.13333333333333333,90,4,2,"['MED-2643', 'MED-2658', 'MED-2650', 'MED-2661']","['MED-2658', 'MED-2643']",-0.16894312882715992,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-33,What’s Driving America’s Obesity Problem?,0.09375,32,1,2,['MED-2715'],"['MED-2717', 'MED-2718']",0.0757743335109691,sucesso_do_reranker
NF-Corpus,PLAIN-44,Who Should be Careful About Curcumin?,0.20689655172413793,58,0,1,[],['MED-2800'],0.04019569404504287,sucesso_do_reranker
NF-Corpus,PLAIN-56,Foods for Glaucoma,0.12,50,5,3,"['MED-2901', 'MED-2896', 'MED-2900', 'MED-4384', 'MED-2894']","['MED-2900', 'MED-4384', 'MED-2896']",-0.18584651493134396,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-68,What is Actually in Chicken Nuggets?,0.18181818181818182,55,2,2,"['MED-2991', 'MED-3095']","['MED-2991', 'MED-4972']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-78,What Do Meat Purge and Cola Have in Common?,0.0967741935483871,62,1,2,['MED-4318'],"['MED-334', 'MED-4318']",0.024806428651433954,sucesso_do_reranker
NF-Corpus,PLAIN-91,Chronic Headaches and Pork Parasites,0.15625,64,2,2,"['MED-3171', 'MED-3288']","['MED-3175', 'MED-3288']",0.11768826558093262,sucesso_do_reranker
NF-Corpus,PLAIN-102,Stopping Heart Disease in Childhood,0.041666666666666664,24,1,1,['MED-3253'],['MED-3253'],0.1986066162441416,sucesso_do_reranker
NF-Corpus,PLAIN-112,Food Dyes and ADHD,0.10714285714285714,56,2,2,"['MED-3380', 'MED-3382']","['MED-3380', 'MED-3382']",0.019513532926346333,sucesso_do_reranker
NF-Corpus,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,51,1,1,['MED-3483'],['MED-3483'],0.03791894292218333,sucesso_do_reranker
NF-Corpus,PLAIN-133,Starving Tumors of Their Blood Supply,0.027777777777777776,36,0,1,[],['MED-3548'],0.04210679386305298,sucesso_do_reranker
NF-Corpus,PLAIN-143,Are Dental X-Rays Safe?,0.0784313725490196,51,2,3,"['MED-3621', 'MED-3618']","['MED-3619', 'MED-3621', 'MED-3618']",0.08898633146328411,sucesso_do_reranker
NF-Corpus,PLAIN-153,How Should I Take Probiotics?,0.23404255319148937,47,6,4,"['MED-3677', 'MED-3695', 'MED-3692', 'MED-3680', 'MED-3673', 'MED-3691']","['MED-3690', 'MED-3695', 'MED-3691', 'MED-3680']",-0.15843994079392104,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-165,Breast Cancer & Alcohol: How Much is Safe?,0.3055555555555556,36,3,5,"['MED-3766', 'MED-3767', 'MED-3768']","['MED-3762', 'MED-3696', 'MED-3767', 'MED-3766', 'MED-3700']",0.31530948274877846,sucesso_do_reranker
NF-Corpus,PLAIN-175,Diet and Cellulite,0.10810810810810811,37,3,2,"['MED-3818', 'MED-3816', 'MED-3822']","['MED-3822', 'MED-3818']",-0.1876199755925062,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-186,Best Treatment for Constipation,0.041666666666666664,24,1,1,['MED-3904'],['MED-3904'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-196,Should We Avoid Titanium Dioxide?,0.10144927536231885,69,6,4,"['MED-3969', 'MED-3964', 'MED-3960', 'MED-3963', 'MED-3970', 'MED-5326']","['MED-3969', 'MED-3970', 'MED-3960', 'MED-3964']",-0.1804808646300713,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-207,Avoiding Cooked Meat Carcinogens,0.2909090909090909,55,3,5,"['MED-5197', 'MED-4057', 'MED-4053']","['MED-4972', 'MED-5197', 'MED-5326', 'MED-4057', 'MED-4060']",0.31799360392283404,sucesso_do_reranker
NF-Corpus,PLAIN-217,Plant-Based Diets for Psoriasis,0.05555555555555555,36,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-227,Increasing Muscle Strength with Fenugreek,0.025,40,1,0,['MED-4150'],[],-0.09478836436955078,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-238,How Chemically Contaminated Are We?,0.037037037037037035,54,0,1,[],['MED-4739'],0.08514311764162098,sucesso_do_reranker
NF-Corpus,PLAIN-248,Treating an Enlarged Prostate With Diet,0.16129032258064516,31,2,1,"['MED-4233', 'MED-5337']",['MED-4234'],0.040614661212262815,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-259,Optimal Phytosterol Dose and Source,0.21428571428571427,14,2,1,"['MED-4296', 'MED-4295']",['MED-4295'],-0.13886244387355454,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-270,Is Caffeinated Tea Really Dehydrating?,0.25,52,1,4,['MED-4331'],"['MED-5046', 'MED-4331', 'MED-4439', 'MED-4332']",0.15557809912265216,sucesso_do_reranker
NF-Corpus,PLAIN-280,Mercury Testing Recommended Before Pregnancy,0.4,20,3,3,"['MED-4376', 'MED-5097', 'MED-4739']","['MED-4376', 'MED-5097', 'MED-4739']",0.03385090760382975,sucesso_do_reranker
NF-Corpus,PLAIN-291,Stool Size and Breast Cancer Risk,0.3076923076923077,13,2,2,"['MED-4639', 'MED-4517']","['MED-4639', 'MED-4517']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-307,Vitamin D: Shedding some light on the new recommendations,1.0,3,2,1,"['MED-714', 'MED-919']",['MED-716'],0.02515585957395855,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-320,Breast Cancer and Diet,0.16666666666666666,42,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-332,Can antioxidant-rich spices counteract the effects of a high-fat meal?,0.5,2,1,1,['MED-760'],['MED-760'],-0.22629438553091674,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-344,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,0.11475409836065574,61,2,1,"['MED-5324', 'MED-2388']",['MED-2388'],0.051188492093692334,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,0.0,3,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-371,Any update on the scary in vitro avocado data?,0.5,2,1,1,['MED-4618'],['MED-4618'],0.03699955295572502,sucesso_do_reranker
NF-Corpus,PLAIN-383,What do you think of Dr. Jenkins' take on paleolithic diets?,0.2,5,1,1,['MED-4299'],['MED-4299'],0.23216707290635236,sucesso_do_reranker
NF-Corpus,PLAIN-395,What about pepper plus turmeric in V8 juice?,0.0,3,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-407,Is annatto food coloring safe?,0.6666666666666666,3,1,1,['MED-906'],['MED-906'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-418,Fresh fruit versus frozen--which is better?,0.6666666666666666,3,2,2,"['MED-917', 'MED-3714']","['MED-3714', 'MED-917']",-0.06892684969401042,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-430,Are krill oil supplements better than fish oil capsules?,0.625,8,3,2,"['MED-928', 'MED-927', 'MED-4936']","['MED-928', 'MED-927']",-0.26968613600874725,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-441,Is apple cider vinegar good for you?,1.0,5,5,3,"['MED-942', 'MED-941', 'MED-4701', 'MED-4702', 'MED-4703']","['MED-941', 'MED-942', 'MED-4702']",-0.24676477474869862,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-457,How can you believe in any scientific study?,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-468,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,0.6,10,2,2,"['MED-961', 'MED-962']","['MED-961', 'MED-962']",0.014901583367428806,sucesso_do_reranker
NF-Corpus,PLAIN-478,accidents,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-488,adenovirus 36,0.7333333333333333,15,9,9,"['MED-1808', 'MED-1799', 'MED-1798', 'MED-1804', 'MED-1810', 'MED-4769', 'MED-1800', 'MED-1796', 'MED-1806']","['MED-1800', 'MED-1798', 'MED-1808', 'MED-1804', 'MED-1796', 'MED-1799', 'MED-1810', 'MED-1806', 'MED-1803']",-0.007109698644970908,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-499,African-American,0.14705882352941177,34,3,1,"['MED-2900', 'MED-4095', 'MED-2213']",['MED-2900'],-0.4053793051217231,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-510,airport scanners,0.0,6,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-520,Alli,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-531,alternative medicine,0.06818181818181818,308,4,4,"['MED-4374', 'MED-4531', 'MED-4371', 'MED-2298']","['MED-2831', 'MED-4371', 'MED-4193', 'MED-4374']",0.03791242483354473,sucesso_do_reranker
NF-Corpus,PLAIN-541,American Dental Association,0.5,6,3,2,"['MED-3621', 'MED-3618', 'MED-3619']","['MED-3619', 'MED-3621']",-0.11799504447532705,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-551,amnesia,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-561,aneurysm,0.08,25,2,2,"['MED-3180', 'MED-4555']","['MED-3180', 'MED-4555']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-571,anisakis,0.2857142857142857,7,2,2,"['MED-4742', 'MED-2338']","['MED-4742', 'MED-2338']",-0.031101485426915598,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-583,antinutrients,0.0,44,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-593,apnea,0.3333333333333333,3,1,1,['MED-4402'],['MED-4402'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-603,Arkansas,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-613,ascorbic acid,0.2,10,1,1,['MED-1198'],['MED-1198'],0.15647097809912847,sucesso_do_reranker
NF-Corpus,PLAIN-623,Atkins diet,0.07317073170731707,41,2,2,"['MED-4880', 'MED-4515']","['MED-4880', 'MED-4515']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-634,avocados,0.047619047619047616,21,1,1,['MED-4619'],['MED-4619'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-645,bagels,0.0,29,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-660,beans,0.09473684210526316,475,10,10,"['MED-3584', 'MED-3138', 'MED-1880', 'MED-2140', 'MED-3136', 'MED-2141', 'MED-4991', 'MED-2147', 'MED-2144', 'MED-5079']","['MED-4991', 'MED-3138', 'MED-2144', 'MED-1880', 'MED-3136', 'MED-2147', 'MED-2140', 'MED-3132', 'MED-2150', 'MED-5079']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-671,benzene,1.0,1,1,1,['MED-4857'],['MED-4857'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-681,betel nuts,1.0,1,1,1,['MED-5017'],['MED-5017'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-691,bioavailability,0.047619047619047616,21,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-701,black raspberries,0.5,8,2,4,"['MED-3720', 'MED-3721']","['MED-3720', 'MED-3721', 'MED-3719', 'MED-3716']",0.23938361568734456,sucesso_do_reranker
NF-Corpus,PLAIN-711,blood clots,0.05263157894736842,57,1,1,['MED-2077'],['MED-2077'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-721,BMAA,0.72,25,10,10,"['MED-4876', 'MED-1282', 'MED-1267', 'MED-1287', 'MED-1289', 'MED-1284', 'MED-1278', 'MED-1274', 'MED-1265', 'MED-1290']","['MED-1267', 'MED-1289', 'MED-1287', 'MED-1274', 'MED-1268', 'MED-1266', 'MED-4876', 'MED-1284', 'MED-1278', 'MED-1265']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-731,bone fractures,0.4444444444444444,54,7,8,"['MED-1341', 'MED-4722', 'MED-1339', 'MED-3229', 'MED-1337', 'MED-1340', 'MED-2989']","['MED-2987', 'MED-3229', 'MED-1337', 'MED-5145', 'MED-1339', 'MED-1341', 'MED-1340', 'MED-4722']",0.0670303103128993,sucesso_do_reranker
NF-Corpus,PLAIN-741,BPH,0.42105263157894735,19,8,7,"['MED-4237', 'MED-4236', 'MED-4232', 'MED-4231', 'MED-4234', 'MED-4235', 'MED-5176', 'MED-4230']","['MED-4236', 'MED-4232', 'MED-4234', 'MED-4237', 'MED-4235', 'MED-4230', 'MED-4231']",-0.11734011443088532,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-751,BRCA genes,0.0,7,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-761,breast pain,0.16666666666666666,6,1,1,['MED-666'],['MED-666'],0.15130120674940672,sucesso_do_reranker
NF-Corpus,PLAIN-771,bronchiolitis obliterans,1.0,3,3,3,"['MED-3386', 'MED-3387', 'MED-3385']","['MED-3387', 'MED-3386', 'MED-3385']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-782,Bush administration,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
